CDID,Title,PreUnit,Unit,Release Date,Next release,Important Notes
L7TU,CPI ANNUAL RATE 12.4.0.1 Child care services 2015=100,,,15-11-2023,20 December 2023,
L7TV,CPI ANNUAL RATE 12.4.0.2 Retirement homes for elderly persons and residences for disabled persons 2015=100,,,15-11-2023,20 December 2023,
L7TW,CPI ANNUAL RATE 12.4.0.3 Services to maintain people in their private homes 2015=100,,,15-11-2023,20 December 2023,
L7U3,CPI ANNUAL RATE 12.5.4.1 Motor vehicle insurance 2015=100,,,15-11-2023,20 December 2023,
L7U4,CPI ANNUAL RATE 12.5.4.2 Travel insurance 2015=100,,,15-11-2023,20 December 2023,
L7U5,CPI ANNUAL RATE 12.6.2.1 Charges by banks and post offices 2015=100,,,15-11-2023,20 December 2023,
L7U6,"CPI ANNUAL RATE 12.6.2.2 Fees & service charges of brokers,investment counsellor 2015=100",,,15-11-2023,20 December 2023,
L7U7,CPI ANNUAL RATE 12.7.0.1 Administrative fees 2015=100,,,15-11-2023,20 December 2023,
L7U8,CPI ANNUAL RATE 12.7.0.2 Legal services and accountancy 2015=100,,,15-11-2023,20 December 2023,
L7U9,CPI ANNUAL RATE 12.7.0.3 Funeral services 2015=100,,,15-11-2023,20 December 2023,
L7UA,CPI ANNUAL RATE 12.7.0.4 Other fees and services 2015=100,,,15-11-2023,20 December 2023,
L7UB,CPI MONTHLY RATE 01.1.1.1 Rice 2015=100,,,15-11-2023,20 December 2023,
L7UC,CPI MONTHLY RATE 01.1.1.2 Flours and other cereals 2015=100,,,15-11-2023,20 December 2023,
L7UD,CPI MONTHLY RATE 01.1.1.3 Bread 2015=100,,,15-11-2023,20 December 2023,
L7UE,CPI MONTHLY RATE 01.1.1.4 Other bakery products 2015=100,,,15-11-2023,20 December 2023,
L7UF,CPI MONTHLY RATE 01.1.1.5 Pizza and quiche 2015=100,,,15-11-2023,20 December 2023,
L7UG,CPI MONTHLY RATE 01.1.1.6 Pasta products and couscous 2015=100,,,15-11-2023,20 December 2023,
L7UH,CPI MONTHLY RATE 01.1.1.7/8 Breakfast cereals and other cereal products 2015=100,,,15-11-2023,20 December 2023,
L7UL,CPI MONTHLY RATE 01.1.2.1 Beef and veal 2015=100,,,15-11-2023,20 December 2023,
L7UM,CPI MONTHLY RATE 01.1.2.2 Pork 2015=100,,,15-11-2023,20 December 2023,
L7UN,CPI MONTHLY RATE 01.1.2.3 Lamb and goat 2015=100,,,15-11-2023,20 December 2023,
L7UO,CPI MONTHLY RATE 01.1.2.4 Poultry 2015=100,,,15-11-2023,20 December 2023,
L7UP,CPI MONTHLY RATE 01.1.2.6 Edible offal 2015=100,,,15-11-2023,20 December 2023,
L7UQ,"CPI MONTHLY RATE 01.1.2.7 Dried, salted or smoked meat 2015=100",,,15-11-2023,20 December 2023,
L7UR,CPI MONTHLY RATE 01.1.2.8 Other meat preparations 2015=100,,,15-11-2023,20 December 2023,
L7US,CPI MONTHLY RATE 01.1.3.1 Fresh or chilled fish 2015=100,,,15-11-2023,20 December 2023,
L7UT,CPI MONTHLY RATE 01.1.3.4 Frozen seafood 2015=100,,,15-11-2023,20 December 2023,
L7UU,CPI MONTHLY RATE 01.1.3.6 Other pres/proces fish & seafood-based preps 2015=100,,,15-11-2023,20 December 2023,
L7UV,CPI MONTHLY RATE 01.1.4.1 Whole milk 2015=100,,,15-11-2023,20 December 2023,
L7UW,CPI MONTHLY RATE 01.1.4.2 Low fat milk 2015=100,,,15-11-2023,20 December 2023,
L7UY,CPI MONTHLY RATE 01.1.4.4 Yoghurt 2015=100,,,15-11-2023,20 December 2023,
L7UZ,CPI MONTHLY RATE 01.1.4.5 Cheese and curd 2015=100,,,15-11-2023,20 December 2023,
L7V2,CPI MONTHLY RATE 01.1.4.6 Other milk products 2015=100,,,15-11-2023,20 December 2023,
L7V5,CPI MONTHLY RATE 01.1.4.7 Eggs 2015=100,,,15-11-2023,20 December 2023,
L7V6,CPI MONTHLY RATE 01.1.5.1 Butter 2015=100,,,15-11-2023,20 December 2023,
L7V7,CPI MONTHLY RATE 01.1.5.2 Margarine and other vegetable fats 2015=100,,,15-11-2023,20 December 2023,
L7V8,CPI MONTHLY RATE 01.1.5.3 Olive oil 2015=100,,,15-11-2023,20 December 2023,
L7V9,CPI MONTHLY RATE 01.1.6.1 Fresh or chilled fruit 2015=100,,,15-11-2023,20 December 2023,
L7VA,CPI MONTHLY RATE 01.1.6.3 Dried fruit and nuts 2015=100,,,15-11-2023,20 December 2023,
L7VB,CPI MONTHLY RATE 01.1.6.4 Preserved fruit and fruit-based products 2015=100,,,15-11-2023,20 December 2023,
L7VC,CPI MONTHLY RATE 01.1.7.1 Fresh/chilled veg other than pots/other tubers2015=100,,,15-11-2023,20 December 2023,
L7VD,CPI MONTHLY RATE 01.1.7.2 Frozen veg other than potatoes/other tubers 2015=100,,,15-11-2023,20 December 2023,
L7VE,"CPI MONTHLY RATE 01.1.7.3 Dried vegetables, other pres or processed veg 2015=100",,,15-11-2023,20 December 2023,
L7VF,CPI MONTHLY RATE 01.1.7.4 Potatoes 2015=100,,,15-11-2023,20 December 2023,
L7VG,CPI MONTHLY RATE 01.1.7.5 Crisps 2015=100,,,15-11-2023,20 December 2023,
L7VH,CPI MONTHLY RATE 01.1.7.6 Other tubers and products of tuber vegetables 2015=100,,,15-11-2023,20 December 2023,
L7VI,CPI MONTHLY RATE 01.1.8.1 Sugar 2015=100,,,15-11-2023,20 December 2023,
L7VJ,"CPI MONTHLY RATE 01.1.8.2 Jams, marmalades and honey 2015=100",,,15-11-2023,20 December 2023,
L7VK,CPI MONTHLY RATE 01.1.8.3 Chocolate 2015=100,,,15-11-2023,20 December 2023,
L7VN,CPI MONTHLY RATE 01.1.8.4 Confectionery products 2015=100,,,15-11-2023,20 December 2023,
L7VO,CPI MONTHLY RATE 01.1.8.5 Edible ices and ice cream 2015=100,,,15-11-2023,20 December 2023,
L7VP,"CPI MONTHLY RATE 01.1.9.1 Sauces, condiments 2015=100",,,15-11-2023,20 December 2023,
L7VQ,CPI MONTHLY RATE 01.1.9.4 Ready-made meals 2015=100,,,15-11-2023,20 December 2023,
L7VR,CPI MONTHLY RATE 01.1.9.9 Other food products n.e.c. 2015=100,,,15-11-2023,20 December 2023,
L7VS,CPI MONTHLY RATE 01.2.1.1 Coffee 2015=100,,,15-11-2023,20 December 2023,
L7VV,CPI MONTHLY RATE 01.2.1.2 Tea 2015=100,,,15-11-2023,20 December 2023,
L7VW,CPI MONTHLY RATE 01.2.1.3 Cocoa and powdered chocolate 2015=100,,,15-11-2023,20 December 2023,
L7VX,CPI MONTHLY RATE 01.2.2.1 Mineral or spring waters 2015=100,,,15-11-2023,20 December 2023,
L7VY,CPI MONTHLY RATE 01.2.2.2 Soft drinks 2015=100,,,15-11-2023,20 December 2023,
L7VZ,CPI MONTHLY RATE 01.2.2.3 Fruit and vegetable juices 2015=100,,,15-11-2023,20 December 2023,
L7W3,CPI MONTHLY RATE 02.1.2.1 Wine from grapes 2015=100,,,15-11-2023,20 December 2023,
L7W4,CPI MONTHLY RATE 02.1.2.2 Wine from other fruits 2015=100,,,15-11-2023,20 December 2023,
L7W5,CPI MONTHLY RATE 02.1.2.3 Fortified wines 2015=100,,,15-11-2023,20 December 2023,
L7W6,CPI MONTHLY RATE 02.1.3.1 Lager beer 2015=100,,,15-11-2023,20 December 2023,
L7W7,CPI MONTHLY RATE 02.1.3.2 Other alcoholic beer 2015=100,,,15-11-2023,20 December 2023,
L7W8,CPI MONTHLY RATE 02.2.0.1 Cigarettes 2015=100,,,15-11-2023,20 December 2023,
L7W9,CPI MONTHLY RATE 02.2.0.2 Cigars 2015=100,,,15-11-2023,20 December 2023,
L7WA,CPI MONTHLY RATE 02.2.0.3 Other tobacco products 2015=100,,,15-11-2023,20 December 2023,
L7WB,CPI MONTHLY RATE 03.1.2.1 Garments for men 2015=100,,,15-11-2023,20 December 2023,
L7WC,CPI MONTHLY RATE 03.1.2.2 Garments for women 2015=100,,,15-11-2023,20 December 2023,
L7WD,CPI MONTHLY RATE 03.1.2.3 Garments for inf (0-2 yrs) and child(3-13 yrs)2015=100,,,15-11-2023,20 December 2023,
L7WE,CPI MONTHLY RATE 03.1.3.1 Other articles of clothing 2015=100,,,15-11-2023,20 December 2023,
L7WF,CPI MONTHLY RATE 03.1.3.2 Clothing accessories 2015=100,,,15-11-2023,20 December 2023,
L7WG,CPI MONTHLY RATE 03.1.4.1 Cleaning of clothing 2015=100,,,15-11-2023,20 December 2023,
L7WH,CPI MONTHLY RATE 03.1.4.2 Repair and hire of clothing 2015=100,,,15-11-2023,20 December 2023,
L7WI,CPI MONTHLY RATE 03.2.1.1 Footwear for men 2015=100,,,15-11-2023,20 December 2023,
L7WJ,CPI MONTHLY RATE 03.2.1.2 Footwear for women 2015=100,,,15-11-2023,20 December 2023,
L7WK,CPI MONTHLY RATE 03.2.1.3 Footwear for infants and children 2015=100,,,15-11-2023,20 December 2023,
L7WO,CPI MONTHLY RATE 04.3.2.1 Services of plumbers 2015=100,,,15-11-2023,20 December 2023,
L7WT,CPI MONTHLY RATE 04.3.2.2 Services of electricians 2015=100,,,15-11-2023,20 December 2023,
L7WU,CPI MONTHLY RATE 04.3.2.4 Services of painters 2015=100,,,15-11-2023,20 December 2023,
L7WV,CPI MONTHLY RATE 04.3.2.5 Services of carpenters 2015=100,,,15-11-2023,20 December 2023,
L7WZ,CPI MONTHLY RATE 04.5.2.1 Natural gas and town gas 2015=100,,,15-11-2023,20 December 2023,
L7X2,"CPI MONTHLY RATE 04.5.2.2 Liquefied hydrocarbons (butane, propane, etc) 2015=100",,,15-11-2023,20 December 2023,
L7X5,CPI MONTHLY RATE 05.1.1.1 Household furniture 2015=100,,,15-11-2023,20 December 2023,
L7X6,CPI MONTHLY RATE 05.1.1.2 Garden furniture 2015=100,,,15-11-2023,20 December 2023,
L7X7,CPI MONTHLY RATE 05.1.1.3 Lighting equipment 2015=100,,,15-11-2023,20 December 2023,
L7X8,CPI MONTHLY RATE 05.1.1.9 Other furniture and furnishings 2015=100,,,15-11-2023,20 December 2023,
L7X9,CPI MONTHLY RATE 05.1.2.1 Carpets and rugs 2015=100,,,15-11-2023,20 December 2023,
L7XA,CPI MONTHLY RATE 05.1.2.2 Other floor coverings 2015=100,,,15-11-2023,20 December 2023,
L7XB,CPI MONTHLY RATE 05.2.0.1 Furnishing fabrics and curtains 2015=100,,,15-11-2023,20 December 2023,
L7XC,CPI MONTHLY RATE 05.2.0.2 Bed linen 2015=100,,,15-11-2023,20 December 2023,
L7XD,CPI MONTHLY RATE 05.2.0.3 Table linen and bathroom linen 2015=100,,,15-11-2023,20 December 2023,
L7XE,"CPI MONTHLY RATE 05.3.1.1 Refrigerators, freezers and fridge-freezers 2015=100",,,15-11-2023,20 December 2023,
L7XH,"CPI MONTHLY RATE 05.3.1.2 Clothes washing/drying machines, dishwashing machines 2015=100",,,15-11-2023,20 December 2023,
L7XI,CPI MONTHLY RATE 05.3.1.3 Cookers 2015=100,,,15-11-2023,20 December 2023,
L7XJ,"CPI MONTHLY RATE 05.3.1.4 Heaters, air conditioners 2015=100",,,15-11-2023,20 December 2023,
L7XK,CPI MONTHLY RATE 05.3.1.5 Cleaning equipment 2015=100,,,15-11-2023,20 December 2023,
L7XL,"CPI MONTHLY RATE 05.3.2.2 Coffee machines, tea makers & similar applian 2015=100",,,15-11-2023,20 December 2023,
L7XM,CPI MONTHLY RATE 05.3.2.3 Irons 2015=100,,,15-11-2023,20 December 2023,
L7XN,CPI MONTHLY RATE 05.3.2.9 Other small electric household appliances 2015=100,,,15-11-2023,20 December 2023,
L7XP,"CPI MONTHLY RATE 05.4.0.1 Glassware, crystal-ware, ceramic & chinaware 2015=100",,,15-11-2023,20 December 2023,
L7XQ,"CPI MONTHLY RATE 05.4.0.2 Cutlery, flatware and silverware 2015=100",,,15-11-2023,20 December 2023,
L7XR,CPI MONTHLY RATE 05.4.0.3 Non-electric kitchen utensils and articles 2015=100,,,15-11-2023,20 December 2023,
L7XS,CPI MONTHLY RATE 05.5.1.1 Motorized major tools and equipment 2015=100,,,15-11-2023,20 December 2023,
L7XT,"CPI MONTHLY RATE 05.5.1.2 Repair, leasing & rental major tools & equip 2015=100",,,15-11-2023,20 December 2023,
L7XU,CPI MONTHLY RATE 05.5.2.1 Non-motorized small tools 2015=100,,,15-11-2023,20 December 2023,
L7XX,CPI MONTHLY RATE 05.5.2.2 Miscellaneous small tool accessories 2015=100,,,15-11-2023,20 December 2023,
L7XY,CPI MONTHLY RATE 05.6.1.1 Cleaning and maintenance products 2015=100,,,15-11-2023,20 December 2023,
L7XZ,CPI MONTHLY RATE 05.6.1.2 Other non-durable small household articles 2015=100,,,15-11-2023,20 December 2023,
L7Y2,CPI MONTHLY RATE 05.6.2.1 Domestic services by paid staff 2015=100,,,15-11-2023,20 December 2023,
L7Y3,CPI MONTHLY RATE 05.6.2.9 Other domestic services & household services 2015=100,,,15-11-2023,20 December 2023,
L7Y5,CPI MONTHLY RATE 06.1.2.1 Pregnancy tests & mech contraceptive devices 2015=100,,,15-11-2023,20 December 2023,
L7Y6,CPI MONTHLY RATE 06.1.2.9 Other medical products n.e.c. 2015=100,,,15-11-2023,20 December 2023,
L7Y7,CPI MONTHLY RATE 06.1.3.1 Corrective eye-glasses and contact lenses 2015=100,,,15-11-2023,20 December 2023,
L7YC,CPI MONTHLY RATE 07.1.2.0 Motor cycles 2015=100,,,15-11-2023,20 December 2023,
L7YD,CPI MONTHLY RATE 07.1.3.0 Bicycles 2015=100,,,15-11-2023,20 December 2023,
L7YE,CPI MONTHLY RATE 07.2.1.1 Tyres 2015=100,,,15-11-2023,20 December 2023,
L7YF,CPI MONTHLY RATE 07.2.1.2 Spare parts for personal transport equipment 2015=100,,,15-11-2023,20 December 2023,
L7YG,CPI MONTHLY RATE 07.2.2.1 Diesel 2015=100,,,15-11-2023,20 December 2023,
L7YH,CPI MONTHLY RATE 07.2.2.2 Petrol 2015=100,,,15-11-2023,20 December 2023,
L7YI,CPI MONTHLY RATE 07.2.2.4 Lubricants 2015=100,,,15-11-2023,20 December 2023,
L7YK,"CPI MONTHLY RATE 07.2.4.1 Hire of garages, parking spaces & pers trans equipment 2015=100",,,15-11-2023,20 December 2023,
L7YL,CPI MONTHLY RATE 07.2.4.2 Toll facilities and parking meters 2015=100,,,15-11-2023,20 December 2023,
L7YM,"CPI MONTHLY RATE 07.2.4.3 Driving lessons, test licences & road wothiness test 2015=100",,,15-11-2023,20 December 2023,
L7YN,CPI MONTHLY RATE 07.3.1.1 Passenger transport by train 2015=100,,,15-11-2023,20 December 2023,
L7YO,CPI MONTHLY RATE 07.3.1.2 Passenger transport by underground and tram 2015=100,,,15-11-2023,20 December 2023,
L7YP,CPI MONTHLY RATE 07.3.2.1 Passenger transport by bus and coach 2015=100,,,15-11-2023,20 December 2023,
L7YQ,CPI MONTHLY RATE 07.3.2.2 Passenger transport by taxi/hired car & driver2015=100,,,15-11-2023,20 December 2023,
L7YR,CPI MONTHLY RATE 07.3.6.2 Removal and Storage Services 2015=100,,,15-11-2023,20 December 2023,
L7YU,CPI MONTHLY RATE 08.2.0.1 Fixed telephone equipment 2015=100,,,15-11-2023,20 December 2023,
L7YV,CPI MONTHLY RATE 08.2.0.2 Mobile telephone equipment 2015=100,,,15-11-2023,20 December 2023,
L7YW,CPI MONTHLY RATE 08.3.0.1 Wired telephone services 2015=100,,,15-11-2023,20 December 2023,
L7YX,CPI MONTHLY RATE 08.3.0.2 Wireless telephone services 2015=100,,,15-11-2023,20 December 2023,
L7YY,CPI MONTHLY RATE 08.3.0.3 Internet access provision services 2015=100,,,15-11-2023,20 December 2023,
L7YZ,CPI MONTHLY RATE 08.3.0.4 Bundled telecommunication services 2015=100,,,15-11-2023,20 December 2023,
L7Z2,"CPI MONTHLY RATE 09.1.1.1 Equipment for the reception, record & repoduc of sound 2015=100",,,15-11-2023,20 December 2023,
L7Z3,"CPI MONTHLY RATE 09.1.1.2Equip for the recep,record & reproduction of sound/vis 2015=100",,,15-11-2023,20 December 2023,
L7Z4,CPI MONTHLY RATE 09.1.1.3 Portable sound and vision devices 2015=100,,,15-11-2023,20 December 2023,
L7Z5,"CPI MONTHLY RATE 09.1.1.9 Other equip for the recep,record & reprod of sound/pic 2015=100",,,15-11-2023,20 December 2023,
L7Z7,CPI MONTHLY RATE 09.1.3.1 Personal computers 2015=100,,,15-11-2023,20 December 2023,
L7Z8,CPI MONTHLY RATE 09.1.3.2 Accessories for info processing equipment 2015=100,,,15-11-2023,20 December 2023,
L7Z9,CPI MONTHLY RATE 09.1.3.3 Software 2015=100,,,15-11-2023,20 December 2023,
L7ZA,CPI MONTHLY RATE 09.1.4.1 Pre-recorded recording media 2015=100,,,15-11-2023,20 December 2023,
L7ZB,CPI MONTHLY RATE 09.1.4.2 Unrecorded recording media 2015=100,,,15-11-2023,20 December 2023,
L7ZC,CPI MONTHLY RATE 09.1.4.9 Other recording media 2015=100,,,15-11-2023,20 December 2023,
L7ZE,CPI MONTHLY RATE 09.2.1.1 Camper vans 2015=100,,,15-11-2023,20 December 2023,
L7ZF,"CPI MONTHLY RATE 09.2.1.3 Boats, outboard motors and fitting out of boats 2015=100",,,15-11-2023,20 December 2023,
L7ZG,CPI MONTHLY RATE 09.2.3.0 Maintenance and repair of other major durables 2015=100,,,15-11-2023,20 December 2023,
L7ZH,CPI MONTHLY RATE 09.2.1.5 Major items for games and sport 2015=100,,,15-11-2023,20 December 2023,
L7ZI,CPI MONTHLY RATE 09.2.2.1 Musical instruments 2015=100,,,15-11-2023,20 December 2023,
L7ZJ,CPI MONTHLY RATE 09.3.1.1 Games and hobbies 2015=100,,,15-11-2023,20 December 2023,
L7ZK,CPI MONTHLY RATE 09.3.1.2 Toys and celebration articles 2015=100,,,15-11-2023,20 December 2023,
L7ZL,CPI MONTHLY RATE 09.3.2.1 Equipment for sport 2015=100,,,15-11-2023,20 December 2023,
L7ZM,CPI MONTHLY RATE 09.3.2.2 Equipment for camping and open-air recreation 2015=100,,,15-11-2023,20 December 2023,
L7ZN,CPI MONTHLY RATE 09.3.3.1 Garden products 2015=100,,,15-11-2023,20 December 2023,
L7ZO,CPI MONTHLY RATE 09.3.3.2 Plants and flowers 2015=100,,,15-11-2023,20 December 2023,
L7ZP,CPI MONTHLY RATE 09.3.4.1 Purchase of pets 2015=100,,,15-11-2023,20 December 2023,
L7ZQ,CPI MONTHLY RATE 09.3.4.2 Products for pets 2015=100,,,15-11-2023,20 December 2023,
L7ZR,CPI MONTHLY RATE 09.3.5.0 Veterinary and other services for pets 2015=100,,,15-11-2023,20 December 2023,
L7ZS,CPI MONTHLY RATE 09.4.1.1 Recreational and sporting services Attendance 2015=100,,,15-11-2023,20 December 2023,
L7ZT,CPI MONTHLY RATE 09.4.1.2 Rec and sporting services - Participation 2015=100,,,15-11-2023,20 December 2023,
L7ZU,"CPI MONTHLY RATE 09.4.2.1 Cinemas, theatres, concerts 2015=100",,,15-11-2023,20 December 2023,
L7ZV,"CPI MONTHLY RATE 09.4.2.2 Museums, libraries, zoological gardens 2015=100",,,15-11-2023,20 December 2023,
L7ZW,"CPI MONTHLY RATE 09.4.2.3 Television and radio licence fees, subs 2015=100",,,15-11-2023,20 December 2023,
L7ZX,CPI MONTHLY RATE 09.4.2.4 Hire of equipment and accessories for culture 2015=100,,,15-11-2023,20 December 2023,
L7ZY,CPI MONTHLY RATE 09.4.2.5 Photographic services 2015=100,,,15-11-2023,20 December 2023,
L7ZZ,CPI MONTHLY RATE 09.5.1.1 Fiction books 2015=100,,,15-11-2023,20 December 2023,
L822,CPI MONTHLY RATE 09.5.1.3 Other non-fiction books 2015=100,,,15-11-2023,20 December 2023,
L823,CPI MONTHLY RATE 09.5.1.4 Binding services and E-book downloads 2015=100,,,15-11-2023,20 December 2023,
L824,CPI MONTHLY RATE 09.5.2.1 Newspapers 2015=100,,,15-11-2023,20 December 2023,
L825,CPI MONTHLY RATE 09.5.2.2 Magazines and periodicals 2015=100,,,15-11-2023,20 December 2023,
L826,CPI MONTHLY RATE 09.5.3.0 Miscellaneous printed matter 2015=100,,,15-11-2023,20 December 2023,
L827,CPI MONTHLY RATE 09.5.4.1 Paper products 2015=100,,,15-11-2023,20 December 2023,
L828,CPI MONTHLY RATE 09.5.4.9 Other stationery and drawing materials 2015=100,,,15-11-2023,20 December 2023,
L82B,"CPI MONTHLY RATE 10.1/2/5 Pre-primary, Primary & Secondary education 2015=100",,,15-11-2023,20 December 2023,
L82C,CPI MONTHLY RATE 10.4 Tertiary education 2015=100,,,15-11-2023,20 December 2023,
L82E,"CPI MONTHLY RATE 11.1.1.1 Restaurants, cafes and dancing establishments 2015=100",,,15-11-2023,20 December 2023,
L82F,CPI MONTHLY RATE 11.1.1.2 Fast food and take away food services 2015=100,,,15-11-2023,20 December 2023,
L82H,"CPI MONTHLY RATE 11.2.0.1 Hotels, motels, inns and similar accommodation services 2015=100",,,15-11-2023,20 December 2023,
L82I,"MONTHLY RATE 11.2.0.2 Holiday/camping sites, youth hostels & similar accom serv 2015=100",,,15-11-2023,20 December 2023,
L82J,CPI MONTHLY RATE 11.2.0.3 Accommodation services of other establishment 2015=100,,,15-11-2023,20 December 2023,
L82K,CPI MONTHLY RATE 12.1.1.1 Hairdressing for men and children 2015=100,,,15-11-2023,20 December 2023,
L82L,CPI MONTHLY RATE 12.1.1.2 Hairdressing for women 2015=100,,,15-11-2023,20 December 2023,
L82M,CPI MONTHLY RATE 12.1.1.3 Personal grooming treatments 2015=100,,,15-11-2023,20 December 2023,
L82N,CPI MONTHLY RATE 12.1.2.1 Electric appliances for personal care 2015=100,,,15-11-2023,20 December 2023,
L82O,CPI MONTHLY RATE 12.1.3.1 Non-electrical appliances 2015=100,,,15-11-2023,20 December 2023,
L82P,CPI MONTHLY RATE 12.1.3.2 Articles for personal hygiene and wellness 2015=100,,,15-11-2023,20 December 2023,
L82Q,CPI MONTHLY RATE 12.3.1.1 Jewellery 2015=100,,,15-11-2023,20 December 2023,
L82R,CPI MONTHLY RATE 12.3.1.2 Clocks and watches 2015=100,,,15-11-2023,20 December 2023,
L82S,"CPI MONTHLY RATE 12.3.1.3 Repair of jewellery, clocks and watches 2015=100",,,15-11-2023,20 December 2023,
L82T,CPI MONTHLY RATE 12.3.2.1 Travel goods 2015=100,,,15-11-2023,20 December 2023,
L82U,CPI MONTHLY RATE 12.3.2.2 Articles for babies 2015=100,,,15-11-2023,20 December 2023,
L82V,CPI MONTHLY RATE 12.3.2.9 Other personal effects n.e.c. 2015=100,,,15-11-2023,20 December 2023,
L82W,CPI MONTHLY RATE 12.4.0.1 Child care services 2015=100,,,15-11-2023,20 December 2023,
L82X,CPI MONTHLY RATE 12.4.0.2Retire home for elderly/residences for disabled2015=100,,,15-11-2023,20 December 2023,
L82Y,CPI MONTHLY RATE 12.4.0.3 Services to maintain people in their homes 2015=100,,,15-11-2023,20 December 2023,
L833,CPI MONTHLY RATE 12.5.4.1 Motor vehicle insurance 2015=100,,,15-11-2023,20 December 2023,
L834,CPI MONTHLY RATE 12.5.4.2 Travel insurance 2015=100,,,15-11-2023,20 December 2023,
L835,CPI MONTHLY RATE 12.6.2.1 Charges by banks and post offices 2015=100,,,15-11-2023,20 December 2023,
L836,CPI MONTHLY RATE 12.6.2.2 Fees and service charges of brokers invest counsellor 2015=100,,,15-11-2023,20 December 2023,
L837,CPI MONTHLY RATE 12.7.0.1 Administrative fees 2015=100,,,15-11-2023,20 December 2023,
L838,CPI MONTHLY RATE 12.7.0.2 Legal services and accountancy 2015=100,,,15-11-2023,20 December 2023,
L839,CPI MONTHLY RATE 12.7.0.3 Funeral services 2015=100,,,15-11-2023,20 December 2023,
L83A,CPI MONTHLY RATE 12.7.0.4 Other fees and services 2015=100,,,15-11-2023,20 December 2023,
L83B,CPI WEIGHTS 01.1.1.1 Rice,,,15-11-2023,20 December 2023,
L83C,CPI WEIGHTS 01.1.1.2 Flours and other cereals,,,15-11-2023,20 December 2023,
L83H,CPI WEIGHTS 01.1.1.3 Bread,,,15-11-2023,20 December 2023,
L83S,CPI WEIGHTS 01.1.1.4 Other bakery products,,,15-11-2023,20 December 2023,
L83T,CPI WEIGHTS 01.1.1.5 Pizza and quiche,,,15-11-2023,20 December 2023,
L844,CPI WEIGHTS 01.1.1.6 Pasta products and couscous,,,15-11-2023,20 December 2023,
L846,CPI WEIGHTS 01.1.1.7/8 Breakfast cereals and other cereal products,,,15-11-2023,20 December 2023,
L848,CPI WEIGHTS 01.1.2.1 Beef and veal,,,15-11-2023,20 December 2023,
L849,CPI WEIGHTS 01.1.2.2 Pork,,,15-11-2023,20 December 2023,
L84A,CPI WEIGHTS 01.1.2.3 Lamb and goat,,,15-11-2023,20 December 2023,
L84B,CPI WEIGHTS 01.1.2.4 Poultry,,,15-11-2023,20 December 2023,
L84C,CPI WEIGHTS 01.1.2.6 Edible offal,,,15-11-2023,20 December 2023,
L84D,"CPI WEIGHTS 01.1.2.7 Dried, salted or smoked meat",,,15-11-2023,20 December 2023,
L84E,CPI WEIGHTS 01.1.2.8 Other meat preparations,,,15-11-2023,20 December 2023,
L84F,CPI WEIGHTS 01.1.3.1 Fresh or chilled fish,,,15-11-2023,20 December 2023,
L84G,CPI WEIGHTS 01.1.3.4 Frozen seafood,,,15-11-2023,20 December 2023,
L84H,CPI WEIGHTS 01.1.3.6 Other preserved or processed fish and seafood based preps,,,15-11-2023,20 December 2023,
L84I,CPI WEIGHTS 01.1.4.1 Whole milk,,,15-11-2023,20 December 2023,
L84J,CPI WEIGHTS 01.1.4.2 Low fat milk,,,15-11-2023,20 December 2023,
L84L,CPI WEIGHTS 01.1.4.4 Yoghurt,,,15-11-2023,20 December 2023,
L84M,CPI WEIGHTS 01.1.4.5 Cheese and curd,,,15-11-2023,20 December 2023,
L84N,CPI WEIGHTS 01.1.4.6 Other milk products,,,15-11-2023,20 December 2023,
L84O,CPI WEIGHTS 01.1.4.7 Eggs,,,15-11-2023,20 December 2023,
L84P,CPI WEIGHTS 01.1.5.1 Butter,,,15-11-2023,20 December 2023,
L84U,CPI WEIGHTS 01.1.5.2 Margarine and other vegetable fats,,,15-11-2023,20 December 2023,
L84V,CPI WEIGHTS 01.1.5.3 Olive oil,,,15-11-2023,20 December 2023,
L84W,CPI WEIGHTS 01.1.6.1 Fresh or chilled fruit,,,15-11-2023,20 December 2023,
L84X,CPI WEIGHTS 01.1.6.3 Dried fruit and nuts,,,15-11-2023,20 December 2023,
L852,CPI WEIGHTS 01.1.6.4 Preserved fruit and fruit-based products,,,15-11-2023,20 December 2023,
L853,CPI WEIGHTS 01.1.7.1 Fresh or chilled vegetables other than potatoes and other tubers,,,15-11-2023,20 December 2023,
L856,CPI WEIGHTS 01.1.7.2 Frozen vegetables other than potatoes and other tubers,,,15-11-2023,20 December 2023,
L857,"CPI WEIGHTS 01.1.7.3 Dried vegetables, other preserved or processed vegetables",,,15-11-2023,20 December 2023,
L858,CPI WEIGHTS 01.1.7.4 Potatoes,,,15-11-2023,20 December 2023,
L859,CPI WEIGHTS 01.1.7.5 Crisps,,,15-11-2023,20 December 2023,
L85A,CPI WEIGHTS 01.1.7.6 Other tubers and products of tuber vegetables,,,15-11-2023,20 December 2023,
L85B,CPI WEIGHTS 01.1.8.1 Sugar,,,15-11-2023,20 December 2023,
L85C,"CPI WEIGHTS 01.1.8.2 Jams, marmalades and honey",,,15-11-2023,20 December 2023,
L85D,CPI WEIGHTS 01.1.8.3 Chocolate,,,15-11-2023,20 December 2023,
L85E,CPI WEIGHTS 01.1.8.4 Confectionery products,,,15-11-2023,20 December 2023,
L85F,CPI WEIGHTS 01.1.8.5 Edible ices and ice cream,,,15-11-2023,20 December 2023,
