LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
GBR,NEET,15_19_WOMEN,PC_AGE,A,2022,5.9160728,
GBR,NEET,20_24_WOMEN,PC_AGE,A,2019,14.883011,
GBR,NEET,20_24_WOMEN,PC_AGE,A,2020,14.338301,
GBR,NEET,20_24_WOMEN,PC_AGE,A,2021,12.161463,
GBR,NEET,20_24_WOMEN,PC_AGE,A,2022,11.715733,
USA,NEET,15_19_MEN,PC_AGE,A,2019,8.6420994,
USA,NEET,15_19_MEN,PC_AGE,A,2020,8.2949677,
USA,NEET,15_19_MEN,PC_AGE,A,2021,9.3483362,
USA,NEET,15_19_MEN,PC_AGE,A,2022,9.2533092,
USA,NEET,20_24_MEN,PC_AGE,A,2019,13.467108,
USA,NEET,20_24_MEN,PC_AGE,A,2020,14.030893,
USA,NEET,20_24_MEN,PC_AGE,A,2021,18.042881,
USA,NEET,20_24_MEN,PC_AGE,A,2022,15.395987,
USA,NEET,15_19_WOMEN,PC_AGE,A,2019,7.1466632,
USA,NEET,15_19_WOMEN,PC_AGE,A,2020,7.0898056,
USA,NEET,15_19_WOMEN,PC_AGE,A,2021,8.2371111,
USA,NEET,15_19_WOMEN,PC_AGE,A,2022,8.1581326,
USA,NEET,20_24_WOMEN,PC_AGE,A,2019,15.507993,
USA,NEET,20_24_WOMEN,PC_AGE,A,2020,15.316664,
USA,NEET,20_24_WOMEN,PC_AGE,A,2021,18.503403,
USA,NEET,20_24_WOMEN,PC_AGE,A,2022,17.471666,
BRA,NEET,15_19_MEN,PC_AGE,A,2019,14.927761,
BRA,NEET,15_19_MEN,PC_AGE,A,2020,17.664537,
BRA,NEET,15_19_MEN,PC_AGE,A,2022,10.47535,
BRA,NEET,20_24_MEN,PC_AGE,A,2019,21.937996,
BRA,NEET,20_24_MEN,PC_AGE,A,2020,29.082533,
BRA,NEET,20_24_MEN,PC_AGE,A,2022,18.327326,
BRA,NEET,15_19_WOMEN,PC_AGE,A,2019,21.522799,
BRA,NEET,15_19_WOMEN,PC_AGE,A,2020,21.591286,
BRA,NEET,15_19_WOMEN,PC_AGE,A,2022,14.780217,
BRA,NEET,20_24_WOMEN,PC_AGE,A,2019,36.009045,
BRA,NEET,20_24_WOMEN,PC_AGE,A,2020,41.179432,
BRA,NEET,20_24_WOMEN,PC_AGE,A,2022,30.491892,
CHL,NEET,15_19_MEN,PC_AGE,A,2020,14.424239,
CHL,NEET,20_24_MEN,PC_AGE,A,2020,22.918833,
CHL,NEET,15_19_WOMEN,PC_AGE,A,2020,16.644123,
CHL,NEET,20_24_WOMEN,PC_AGE,A,2020,29.25491,
COL,NEET,15_19_MEN,PC_AGE,A,2019,15.743894,
COL,NEET,15_19_MEN,PC_AGE,A,2020,18.259087,
COL,NEET,15_19_MEN,PC_AGE,A,2021,17.64056,
COL,NEET,15_19_MEN,PC_AGE,A,2022,17.319532,
COL,NEET,20_24_MEN,PC_AGE,A,2019,16.510464,
COL,NEET,20_24_MEN,PC_AGE,A,2020,23.568813,
COL,NEET,20_24_MEN,PC_AGE,A,2021,20.623405,
COL,NEET,20_24_MEN,PC_AGE,A,2022,17.291334,
COL,NEET,15_19_WOMEN,PC_AGE,A,2019,24.879463,
COL,NEET,15_19_WOMEN,PC_AGE,A,2020,27.62993,
COL,NEET,15_19_WOMEN,PC_AGE,A,2021,26.276226,
COL,NEET,15_19_WOMEN,PC_AGE,A,2022,25.230534,
COL,NEET,20_24_WOMEN,PC_AGE,A,2019,38.897011,
COL,NEET,20_24_WOMEN,PC_AGE,A,2020,47.028725,
COL,NEET,20_24_WOMEN,PC_AGE,A,2021,42.376156,
COL,NEET,20_24_WOMEN,PC_AGE,A,2022,37.752571,
EST,NEET,15_19_MEN,PC_AGE,A,2019,3.6814468,
EST,NEET,15_19_MEN,PC_AGE,A,2020,4.6785088,
EST,NEET,15_19_MEN,PC_AGE,A,2021,7.8020415,
EST,NEET,15_19_MEN,PC_AGE,A,2022,8.7999592,
EST,NEET,20_24_MEN,PC_AGE,A,2019,9.4580479,
EST,NEET,20_24_MEN,PC_AGE,A,2020,11.273726,
EST,NEET,20_24_MEN,PC_AGE,A,2021,17.997263,
EST,NEET,20_24_MEN,PC_AGE,A,2022,20.850676,
EST,NEET,15_19_WOMEN,PC_AGE,A,2019,3.2067773,
EST,NEET,15_19_WOMEN,PC_AGE,A,2020,3.3215194,
EST,NEET,15_19_WOMEN,PC_AGE,A,2021,6.1228504,
EST,NEET,15_19_WOMEN,PC_AGE,A,2022,5.6661096,
EST,NEET,20_24_WOMEN,PC_AGE,A,2019,12.149915,
EST,NEET,20_24_WOMEN,PC_AGE,A,2020,16.209396,
EST,NEET,20_24_WOMEN,PC_AGE,A,2021,14.913557,
EST,NEET,20_24_WOMEN,PC_AGE,A,2022,12.067404,
ISR,NEET,15_19_MEN,PC_AGE,A,2019,9.2930326,
ISR,NEET,15_19_MEN,PC_AGE,A,2020,10.131923,
ISR,NEET,15_19_MEN,PC_AGE,A,2021,11.280572,
ISR,NEET,15_19_MEN,PC_AGE,A,2022,9.4472151,
ISR,NEET,20_24_MEN,PC_AGE,A,2019,16.156952,
ISR,NEET,20_24_MEN,PC_AGE,A,2020,15.864869,
ISR,NEET,20_24_MEN,PC_AGE,A,2021,20.272465,
ISR,NEET,20_24_MEN,PC_AGE,A,2022,15.9771,
ISR,NEET,15_19_WOMEN,PC_AGE,A,2019,7.1097488,
ISR,NEET,15_19_WOMEN,PC_AGE,A,2020,7.8117948,
ISR,NEET,15_19_WOMEN,PC_AGE,A,2021,10.551816,
ISR,NEET,15_19_WOMEN,PC_AGE,A,2022,9.3104916,
ISR,NEET,20_24_WOMEN,PC_AGE,A,2019,20.189434,
ISR,NEET,20_24_WOMEN,PC_AGE,A,2020,19.420574,
ISR,NEET,20_24_WOMEN,PC_AGE,A,2021,23.719086,
ISR,NEET,20_24_WOMEN,PC_AGE,A,2022,17.774035,
LVA,NEET,15_19_MEN,PC_AGE,A,2019,3.7365854,
LVA,NEET,15_19_MEN,PC_AGE,A,2020,5.0550542,
LVA,NEET,15_19_MEN,PC_AGE,A,2022,2.2821293,
LVA,NEET,20_24_MEN,PC_AGE,A,2019,18.511427,
LVA,NEET,20_24_MEN,PC_AGE,A,2020,13.604854,
LVA,NEET,20_24_MEN,PC_AGE,A,2021,18.013449,
LVA,NEET,20_24_MEN,PC_AGE,A,2022,13.012018,
LVA,NEET,15_19_WOMEN,PC_AGE,A,2022,5.9435449,
LVA,NEET,20_24_WOMEN,PC_AGE,A,2019,8.9419985,
LVA,NEET,20_24_WOMEN,PC_AGE,A,2020,20.162912,
LVA,NEET,20_24_WOMEN,PC_AGE,A,2021,24.263578,
LVA,NEET,20_24_WOMEN,PC_AGE,A,2022,13.810862,
LTU,NEET,15_19_MEN,PC_AGE,A,2019,3.6571472,
LTU,NEET,15_19_MEN,PC_AGE,A,2020,2.8419929,
LTU,NEET,15_19_MEN,PC_AGE,A,2021,4.2715416,
LTU,NEET,15_19_MEN,PC_AGE,A,2022,8.5828009,
LTU,NEET,20_24_MEN,PC_AGE,A,2019,14.697176,
LTU,NEET,20_24_MEN,PC_AGE,A,2020,18.384617,
LTU,NEET,20_24_MEN,PC_AGE,A,2021,12.465365,
LTU,NEET,20_24_MEN,PC_AGE,A,2022,16.427891,
LTU,NEET,15_19_WOMEN,PC_AGE,A,2019,2.305419,
LTU,NEET,15_19_WOMEN,PC_AGE,A,2020,1.7579571,
LTU,NEET,15_19_WOMEN,PC_AGE,A,2021,5.5642653,
LTU,NEET,15_19_WOMEN,PC_AGE,A,2022,6.9118237,
LTU,NEET,20_24_WOMEN,PC_AGE,A,2019,14.239779,
LTU,NEET,20_24_WOMEN,PC_AGE,A,2020,16.386875,
LTU,NEET,20_24_WOMEN,PC_AGE,A,2021,21.654385,
LTU,NEET,20_24_WOMEN,PC_AGE,A,2022,13.59723,
RUS,NEET,15_19_MEN,PC_AGE,A,2019,5.3776431,
RUS,NEET,20_24_MEN,PC_AGE,A,2019,12.812701,
RUS,NEET,15_19_WOMEN,PC_AGE,A,2019,5.1434398,
RUS,NEET,20_24_WOMEN,PC_AGE,A,2019,18.326862,
SVN,NEET,15_19_MEN,PC_AGE,A,2019,4.9240804,
SVN,NEET,15_19_MEN,PC_AGE,A,2020,2.7939651,
SVN,NEET,15_19_MEN,PC_AGE,A,2021,6.8710814,
SVN,NEET,15_19_MEN,PC_AGE,A,2022,13.249759,
SVN,NEET,20_24_MEN,PC_AGE,A,2019,6.1219716,
SVN,NEET,20_24_MEN,PC_AGE,A,2020,10.485744,
SVN,NEET,20_24_MEN,PC_AGE,A,2021,8.8295851,
SVN,NEET,20_24_MEN,PC_AGE,A,2022,6.9144239,
SVN,NEET,15_19_WOMEN,PC_AGE,A,2019,2.6223342,
SVN,NEET,15_19_WOMEN,PC_AGE,A,2020,3.841079,
SVN,NEET,15_19_WOMEN,PC_AGE,A,2021,3.2389281,
SVN,NEET,15_19_WOMEN,PC_AGE,A,2022,14.055557,
SVN,NEET,20_24_WOMEN,PC_AGE,A,2019,11.520574,
SVN,NEET,20_24_WOMEN,PC_AGE,A,2020,13.064472,
SVN,NEET,20_24_WOMEN,PC_AGE,A,2021,11.000639,
SVN,NEET,20_24_WOMEN,PC_AGE,A,2022,7.1298776,
ZAF,NEET,15_19_MEN,PC_AGE,A,2019,12.807727,
ZAF,NEET,15_19_MEN,PC_AGE,A,2020,12.765137,
ZAF,NEET,15_19_MEN,PC_AGE,A,2021,11.512505,
ZAF,NEET,15_19_MEN,PC_AGE,A,2022,14.158667,
ZAF,NEET,20_24_MEN,PC_AGE,A,2019,47.921185,
ZAF,NEET,20_24_MEN,PC_AGE,A,2020,49.053032,
ZAF,NEET,20_24_MEN,PC_AGE,A,2021,50.427349,
ZAF,NEET,20_24_MEN,PC_AGE,A,2022,53.031311,
ZAF,NEET,15_19_WOMEN,PC_AGE,A,2019,13.957891,
ZAF,NEET,15_19_WOMEN,PC_AGE,A,2020,12.495134,
ZAF,NEET,15_19_WOMEN,PC_AGE,A,2021,11.517077,
ZAF,NEET,15_19_WOMEN,PC_AGE,A,2022,15.908435,
ZAF,NEET,20_24_WOMEN,PC_AGE,A,2019,54.03458,
ZAF,NEET,20_24_WOMEN,PC_AGE,A,2020,55.055321,
ZAF,NEET,20_24_WOMEN,PC_AGE,A,2021,57.209663,
ZAF,NEET,20_24_WOMEN,PC_AGE,A,2022,56.231079,
CRI,NEET,15_19_MEN,PC_AGE,A,2019,17.882298,
CRI,NEET,15_19_MEN,PC_AGE,A,2020,12.288729,
CRI,NEET,15_19_MEN,PC_AGE,A,2021,23.815664,
CRI,NEET,15_19_MEN,PC_AGE,A,2022,19.366817,
CRI,NEET,20_24_MEN,PC_AGE,A,2019,17.266453,
CRI,NEET,20_24_MEN,PC_AGE,A,2020,13.050748,
CRI,NEET,20_24_MEN,PC_AGE,A,2021,18.116333,
CRI,NEET,20_24_MEN,PC_AGE,A,2022,12.112121,
CRI,NEET,15_19_WOMEN,PC_AGE,A,2019,17.902536,
CRI,NEET,15_19_WOMEN,PC_AGE,A,2020,15.133591,
CRI,NEET,15_19_WOMEN,PC_AGE,A,2021,26.90464,
CRI,NEET,15_19_WOMEN,PC_AGE,A,2022,22.532257,
CRI,NEET,20_24_WOMEN,PC_AGE,A,2019,29.619585,
CRI,NEET,20_24_WOMEN,PC_AGE,A,2020,29.693586,
CRI,NEET,20_24_WOMEN,PC_AGE,A,2021,33.034035,
CRI,NEET,20_24_WOMEN,PC_AGE,A,2022,29.003071,
OAVG,NEET,15_19_MEN,PC_AGE,A,2019,6.7879075,
OAVG,NEET,15_19_MEN,PC_AGE,A,2020,7.1394848,
OAVG,NEET,15_19_MEN,PC_AGE,A,2021,8.0309674,
OAVG,NEET,15_19_MEN,PC_AGE,A,2022,8.0905006,
OAVG,NEET,20_24_MEN,PC_AGE,A,2019,13.550811,
OAVG,NEET,20_24_MEN,PC_AGE,A,2020,14.558792,
OAVG,NEET,20_24_MEN,PC_AGE,A,2021,15.23046,
OAVG,NEET,20_24_MEN,PC_AGE,A,2022,13.307727,
OAVG,NEET,15_19_WOMEN,PC_AGE,A,2019,6.8397761,
OAVG,NEET,15_19_WOMEN,PC_AGE,A,2020,7.0496946,
OAVG,NEET,15_19_WOMEN,PC_AGE,A,2021,8.0546682,
OAVG,NEET,15_19_WOMEN,PC_AGE,A,2022,8.236914,
OAVG,NEET,20_24_WOMEN,PC_AGE,A,2019,16.380809,
OAVG,NEET,20_24_WOMEN,PC_AGE,A,2020,17.555831,
OAVG,NEET,20_24_WOMEN,PC_AGE,A,2021,18.380535,
OAVG,NEET,20_24_WOMEN,PC_AGE,A,2022,15.326689,
BGR,NEET,15_19_MEN,PC_AGE,A,2022,6.9679308,
ROU,NEET,15_19_MEN,PC_AGE,A,2021,12.490896,
ROU,NEET,15_19_MEN,PC_AGE,A,2022,11.643779,
BGR,NEET,20_24_WOMEN,PC_AGE,A,2022,20.254202,
ROU,NEET,20_24_WOMEN,PC_AGE,A,2021,32.438984,
ROU,NEET,20_24_WOMEN,PC_AGE,A,2022,30.818659,
BGR,NEET,15_19_WOMEN,PC_AGE,A,2022,10.463567,
ROU,NEET,15_19_WOMEN,PC_AGE,A,2021,14.738246,
ROU,NEET,15_19_WOMEN,PC_AGE,A,2022,9.5285587,
BGR,NEET,20_24_MEN,PC_AGE,A,2022,16.072807,
ROU,NEET,20_24_MEN,PC_AGE,A,2021,20.241146,
ROU,NEET,20_24_MEN,PC_AGE,A,2022,17.699251,
