date,date_name,variable_name,value,age,category,measure_type,group
2020-02-01,Jan-Mar 2020,YBXN,4.9434750671592855,16-17,% over 12 months,level,Men
2020-03-01,Feb-Apr 2020,YBXN,5.096315581525887,16-17,% over 12 months,level,Men
2020-04-01,Mar-May 2020,YBXN,6.271221742598487,16-17,% over 12 months,level,Men
2020-05-01,Apr-Jun 2020,YBXN,6.938807715978864,16-17,% over 12 months,level,Men
2020-06-01,May-Jul 2020,YBXN,,16-17,% over 12 months,level,Men
2020-07-01,Jun-Aug 2020,YBXN,,16-17,% over 12 months,level,Men
2020-08-01,Jul-Sep 2020,YBXN,6.195429269293438,16-17,% over 12 months,level,Men
2020-09-01,Aug-Oct 2020,YBXN,5.709975612645465,16-17,% over 12 months,level,Men
2020-10-01,Sep-Nov 2020,YBXN,,16-17,% over 12 months,level,Men
2020-11-01,Oct-Dec 2020,YBXN,,16-17,% over 12 months,level,Men
2020-12-01,Nov-Jan 2021,YBXN,,16-17,% over 12 months,level,Men
2021-01-01,Dec-Feb 2021,YBXN,6.4713055467583995,16-17,% over 12 months,level,Men
2021-02-01,Jan-Mar 2021,YBXN,9.855911165464086,16-17,% over 12 months,level,Men
2021-03-01,Feb-Apr 2021,YBXN,9.3116830961941,16-17,% over 12 months,level,Men
2021-04-01,Mar-May 2021,YBXN,9.996937209562889,16-17,% over 12 months,level,Men
2021-05-01,Apr-Jun 2021,YBXN,10.548268253960625,16-17,% over 12 months,level,Men
2021-06-01,May-Jul 2021,YBXN,9.874171738853132,16-17,% over 12 months,level,Men
2021-07-01,Jun-Aug 2021,YBXN,11.235485215343715,16-17,% over 12 months,level,Men
2021-08-01,Jul-Sep 2021,YBXN,9.161256533300023,16-17,% over 12 months,level,Men
2021-09-01,Aug-Oct 2021,YBXN,8.329661515675054,16-17,% over 12 months,level,Men
2021-10-01,Sep-Nov 2021,YBXN,6.657887409979368,16-17,% over 12 months,level,Men
2021-11-01,Oct-Dec 2021,YBXN,8.401435475324801,16-17,% over 12 months,level,Men
2021-12-01,Nov-Jan 2022,YBXN,5.7578757752977685,16-17,% over 12 months,level,Men
2022-01-01,Dec-Feb 2022,YBXN,5.5677933637900106,16-17,% over 12 months,level,Men
2022-02-01,Jan-Mar 2022,YBXN,,16-17,% over 12 months,level,Men
2022-03-01,Feb-Apr 2022,YBXN,4.938727201335461,16-17,% over 12 months,level,Men
2022-04-01,Mar-May 2022,YBXN,,16-17,% over 12 months,level,Men
2022-05-01,Apr-Jun 2022,YBXN,,16-17,% over 12 months,level,Men
2022-06-01,May-Jul 2022,YBXN,6.608921375567049,16-17,% over 12 months,level,Men
2022-07-01,Jun-Aug 2022,YBXN,5.544599011117033,16-17,% over 12 months,level,Men
2022-08-01,Jul-Sep 2022,YBXN,6.237685245754324,16-17,% over 12 months,level,Men
2022-09-01,Aug-Oct 2022,YBXN,,16-17,% over 12 months,level,Men
2022-10-01,Sep-Nov 2022,YBXN,,16-17,% over 12 months,level,Men
2022-11-01,Oct-Dec 2022,YBXN,,16-17,% over 12 months,level,Men
2022-12-01,Nov-Jan 2023,YBXN,,16-17,% over 12 months,level,Men
2023-01-01,Dec-Feb 2023,YBXN,,16-17,% over 12 months,level,Men
2023-02-01,Jan-Mar 2023,YBXN,,16-17,% over 12 months,level,Men
2023-03-01,Feb-Apr 2023,YBXN,,16-17,% over 12 months,level,Men
2023-04-01,Mar-May 2023,YBXN,,16-17,% over 12 months,level,Men
2023-05-01,Apr-Jun 2023,YBXN,,16-17,% over 12 months,level,Men
2023-06-01,May-Jul 2023,YBXN,,16-17,% over 12 months,level,Men
1992-04-01,Mar-May 1992,YBXQ,,16-17,All over   24 months,level,Men
1992-05-01,Apr-Jun 1992,YBXQ,,16-17,All over   24 months,level,Men
1992-06-01,May-Jul 1992,YBXQ,,16-17,All over   24 months,level,Men
1992-07-01,Jun-Aug 1992,YBXQ,,16-17,All over   24 months,level,Men
1992-08-01,Jul-Sep 1992,YBXQ,,16-17,All over   24 months,level,Men
1992-09-01,Aug-Oct 1992,YBXQ,,16-17,All over   24 months,level,Men
1992-10-01,Sep-Nov 1992,YBXQ,,16-17,All over   24 months,level,Men
1992-11-01,Oct-Dec 1992,YBXQ,,16-17,All over   24 months,level,Men
1992-12-01,Nov-Jan 1993,YBXQ,,16-17,All over   24 months,level,Men
1993-01-01,Dec-Feb 1993,YBXQ,,16-17,All over   24 months,level,Men
1993-02-01,Jan-Mar 1993,YBXQ,,16-17,All over   24 months,level,Men
1993-03-01,Feb-Apr 1993,YBXQ,,16-17,All over   24 months,level,Men
1993-04-01,Mar-May 1993,YBXQ,,16-17,All over   24 months,level,Men
1993-05-01,Apr-Jun 1993,YBXQ,,16-17,All over   24 months,level,Men
1993-06-01,May-Jul 1993,YBXQ,,16-17,All over   24 months,level,Men
1993-07-01,Jun-Aug 1993,YBXQ,,16-17,All over   24 months,level,Men
1993-08-01,Jul-Sep 1993,YBXQ,,16-17,All over   24 months,level,Men
1993-09-01,Aug-Oct 1993,YBXQ,,16-17,All over   24 months,level,Men
1993-10-01,Sep-Nov 1993,YBXQ,,16-17,All over   24 months,level,Men
1993-11-01,Oct-Dec 1993,YBXQ,,16-17,All over   24 months,level,Men
1993-12-01,Nov-Jan 1994,YBXQ,,16-17,All over   24 months,level,Men
1994-01-01,Dec-Feb 1994,YBXQ,,16-17,All over   24 months,level,Men
1994-02-01,Jan-Mar 1994,YBXQ,,16-17,All over   24 months,level,Men
1994-03-01,Feb-Apr 1994,YBXQ,,16-17,All over   24 months,level,Men
1994-04-01,Mar-May 1994,YBXQ,,16-17,All over   24 months,level,Men
1994-05-01,Apr-Jun 1994,YBXQ,,16-17,All over   24 months,level,Men
1994-06-01,May-Jul 1994,YBXQ,,16-17,All over   24 months,level,Men
1994-07-01,Jun-Aug 1994,YBXQ,,16-17,All over   24 months,level,Men
1994-08-01,Jul-Sep 1994,YBXQ,,16-17,All over   24 months,level,Men
1994-09-01,Aug-Oct 1994,YBXQ,,16-17,All over   24 months,level,Men
1994-10-01,Sep-Nov 1994,YBXQ,,16-17,All over   24 months,level,Men
1994-11-01,Oct-Dec 1994,YBXQ,,16-17,All over   24 months,level,Men
1994-12-01,Nov-Jan 1995,YBXQ,,16-17,All over   24 months,level,Men
1995-01-01,Dec-Feb 1995,YBXQ,,16-17,All over   24 months,level,Men
1995-02-01,Jan-Mar 1995,YBXQ,,16-17,All over   24 months,level,Men
1995-03-01,Feb-Apr 1995,YBXQ,,16-17,All over   24 months,level,Men
1995-04-01,Mar-May 1995,YBXQ,,16-17,All over   24 months,level,Men
1995-05-01,Apr-Jun 1995,YBXQ,,16-17,All over   24 months,level,Men
1995-06-01,May-Jul 1995,YBXQ,,16-17,All over   24 months,level,Men
1995-07-01,Jun-Aug 1995,YBXQ,,16-17,All over   24 months,level,Men
1995-08-01,Jul-Sep 1995,YBXQ,,16-17,All over   24 months,level,Men
1995-09-01,Aug-Oct 1995,YBXQ,,16-17,All over   24 months,level,Men
1995-10-01,Sep-Nov 1995,YBXQ,,16-17,All over   24 months,level,Men
1995-11-01,Oct-Dec 1995,YBXQ,,16-17,All over   24 months,level,Men
1995-12-01,Nov-Jan 1996,YBXQ,,16-17,All over   24 months,level,Men
1996-01-01,Dec-Feb 1996,YBXQ,,16-17,All over   24 months,level,Men
1996-02-01,Jan-Mar 1996,YBXQ,,16-17,All over   24 months,level,Men
1996-03-01,Feb-Apr 1996,YBXQ,,16-17,All over   24 months,level,Men
1996-04-01,Mar-May 1996,YBXQ,,16-17,All over   24 months,level,Men
1996-05-01,Apr-Jun 1996,YBXQ,,16-17,All over   24 months,level,Men
1996-06-01,May-Jul 1996,YBXQ,,16-17,All over   24 months,level,Men
1996-07-01,Jun-Aug 1996,YBXQ,,16-17,All over   24 months,level,Men
1996-08-01,Jul-Sep 1996,YBXQ,,16-17,All over   24 months,level,Men
1996-09-01,Aug-Oct 1996,YBXQ,,16-17,All over   24 months,level,Men
1996-10-01,Sep-Nov 1996,YBXQ,,16-17,All over   24 months,level,Men
1996-11-01,Oct-Dec 1996,YBXQ,,16-17,All over   24 months,level,Men
1996-12-01,Nov-Jan 1997,YBXQ,,16-17,All over   24 months,level,Men
1997-01-01,Dec-Feb 1997,YBXQ,,16-17,All over   24 months,level,Men
1997-02-01,Jan-Mar 1997,YBXQ,,16-17,All over   24 months,level,Men
1997-03-01,Feb-Apr 1997,YBXQ,,16-17,All over   24 months,level,Men
1997-04-01,Mar-May 1997,YBXQ,,16-17,All over   24 months,level,Men
1997-05-01,Apr-Jun 1997,YBXQ,,16-17,All over   24 months,level,Men
1997-06-01,May-Jul 1997,YBXQ,,16-17,All over   24 months,level,Men
1997-07-01,Jun-Aug 1997,YBXQ,,16-17,All over   24 months,level,Men
1997-08-01,Jul-Sep 1997,YBXQ,,16-17,All over   24 months,level,Men
1997-09-01,Aug-Oct 1997,YBXQ,,16-17,All over   24 months,level,Men
1997-10-01,Sep-Nov 1997,YBXQ,,16-17,All over   24 months,level,Men
1997-11-01,Oct-Dec 1997,YBXQ,,16-17,All over   24 months,level,Men
1997-12-01,Nov-Jan 1998,YBXQ,,16-17,All over   24 months,level,Men
1998-01-01,Dec-Feb 1998,YBXQ,,16-17,All over   24 months,level,Men
1998-02-01,Jan-Mar 1998,YBXQ,,16-17,All over   24 months,level,Men
1998-03-01,Feb-Apr 1998,YBXQ,,16-17,All over   24 months,level,Men
1998-04-01,Mar-May 1998,YBXQ,,16-17,All over   24 months,level,Men
1998-05-01,Apr-Jun 1998,YBXQ,,16-17,All over   24 months,level,Men
1998-06-01,May-Jul 1998,YBXQ,,16-17,All over   24 months,level,Men
1998-07-01,Jun-Aug 1998,YBXQ,,16-17,All over   24 months,level,Men
1998-08-01,Jul-Sep 1998,YBXQ,,16-17,All over   24 months,level,Men
1998-09-01,Aug-Oct 1998,YBXQ,,16-17,All over   24 months,level,Men
1998-10-01,Sep-Nov 1998,YBXQ,,16-17,All over   24 months,level,Men
1998-11-01,Oct-Dec 1998,YBXQ,,16-17,All over   24 months,level,Men
1998-12-01,Nov-Jan 1999,YBXQ,,16-17,All over   24 months,level,Men
1999-01-01,Dec-Feb 1999,YBXQ,,16-17,All over   24 months,level,Men
1999-02-01,Jan-Mar 1999,YBXQ,,16-17,All over   24 months,level,Men
1999-03-01,Feb-Apr 1999,YBXQ,,16-17,All over   24 months,level,Men
1999-04-01,Mar-May 1999,YBXQ,,16-17,All over   24 months,level,Men
1999-05-01,Apr-Jun 1999,YBXQ,,16-17,All over   24 months,level,Men
1999-06-01,May-Jul 1999,YBXQ,,16-17,All over   24 months,level,Men
1999-07-01,Jun-Aug 1999,YBXQ,,16-17,All over   24 months,level,Men
1999-08-01,Jul-Sep 1999,YBXQ,,16-17,All over   24 months,level,Men
1999-09-01,Aug-Oct 1999,YBXQ,,16-17,All over   24 months,level,Men
1999-10-01,Sep-Nov 1999,YBXQ,,16-17,All over   24 months,level,Men
1999-11-01,Oct-Dec 1999,YBXQ,,16-17,All over   24 months,level,Men
1999-12-01,Nov-Jan 2000,YBXQ,,16-17,All over   24 months,level,Men
2000-01-01,Dec-Feb 2000,YBXQ,,16-17,All over   24 months,level,Men
2000-02-01,Jan-Mar 2000,YBXQ,,16-17,All over   24 months,level,Men
2000-03-01,Feb-Apr 2000,YBXQ,,16-17,All over   24 months,level,Men
2000-04-01,Mar-May 2000,YBXQ,,16-17,All over   24 months,level,Men
2000-05-01,Apr-Jun 2000,YBXQ,,16-17,All over   24 months,level,Men
2000-06-01,May-Jul 2000,YBXQ,,16-17,All over   24 months,level,Men
2000-07-01,Jun-Aug 2000,YBXQ,,16-17,All over   24 months,level,Men
2000-08-01,Jul-Sep 2000,YBXQ,,16-17,All over   24 months,level,Men
2000-09-01,Aug-Oct 2000,YBXQ,,16-17,All over   24 months,level,Men
2000-10-01,Sep-Nov 2000,YBXQ,,16-17,All over   24 months,level,Men
2000-11-01,Oct-Dec 2000,YBXQ,,16-17,All over   24 months,level,Men
2000-12-01,Nov-Jan 2001,YBXQ,,16-17,All over   24 months,level,Men
2001-01-01,Dec-Feb 2001,YBXQ,,16-17,All over   24 months,level,Men
2001-02-01,Jan-Mar 2001,YBXQ,,16-17,All over   24 months,level,Men
2001-03-01,Feb-Apr 2001,YBXQ,,16-17,All over   24 months,level,Men
2001-04-01,Mar-May 2001,YBXQ,,16-17,All over   24 months,level,Men
2001-05-01,Apr-Jun 2001,YBXQ,,16-17,All over   24 months,level,Men
2001-06-01,May-Jul 2001,YBXQ,,16-17,All over   24 months,level,Men
2001-07-01,Jun-Aug 2001,YBXQ,,16-17,All over   24 months,level,Men
2001-08-01,Jul-Sep 2001,YBXQ,,16-17,All over   24 months,level,Men
2001-09-01,Aug-Oct 2001,YBXQ,,16-17,All over   24 months,level,Men
2001-10-01,Sep-Nov 2001,YBXQ,,16-17,All over   24 months,level,Men
2001-11-01,Oct-Dec 2001,YBXQ,,16-17,All over   24 months,level,Men
2001-12-01,Nov-Jan 2002,YBXQ,,16-17,All over   24 months,level,Men
2002-01-01,Dec-Feb 2002,YBXQ,,16-17,All over   24 months,level,Men
2002-02-01,Jan-Mar 2002,YBXQ,,16-17,All over   24 months,level,Men
2002-03-01,Feb-Apr 2002,YBXQ,,16-17,All over   24 months,level,Men
2002-04-01,Mar-May 2002,YBXQ,,16-17,All over   24 months,level,Men
2002-05-01,Apr-Jun 2002,YBXQ,,16-17,All over   24 months,level,Men
2002-06-01,May-Jul 2002,YBXQ,,16-17,All over   24 months,level,Men
2002-07-01,Jun-Aug 2002,YBXQ,,16-17,All over   24 months,level,Men
2002-08-01,Jul-Sep 2002,YBXQ,,16-17,All over   24 months,level,Men
2002-09-01,Aug-Oct 2002,YBXQ,,16-17,All over   24 months,level,Men
2002-10-01,Sep-Nov 2002,YBXQ,,16-17,All over   24 months,level,Men
2002-11-01,Oct-Dec 2002,YBXQ,,16-17,All over   24 months,level,Men
2002-12-01,Nov-Jan 2003,YBXQ,,16-17,All over   24 months,level,Men
2003-01-01,Dec-Feb 2003,YBXQ,,16-17,All over   24 months,level,Men
2003-02-01,Jan-Mar 2003,YBXQ,,16-17,All over   24 months,level,Men
2003-03-01,Feb-Apr 2003,YBXQ,,16-17,All over   24 months,level,Men
2003-04-01,Mar-May 2003,YBXQ,,16-17,All over   24 months,level,Men
2003-05-01,Apr-Jun 2003,YBXQ,,16-17,All over   24 months,level,Men
2003-06-01,May-Jul 2003,YBXQ,,16-17,All over   24 months,level,Men
2003-07-01,Jun-Aug 2003,YBXQ,,16-17,All over   24 months,level,Men
2003-08-01,Jul-Sep 2003,YBXQ,,16-17,All over   24 months,level,Men
2003-09-01,Aug-Oct 2003,YBXQ,,16-17,All over   24 months,level,Men
2003-10-01,Sep-Nov 2003,YBXQ,,16-17,All over   24 months,level,Men
2003-11-01,Oct-Dec 2003,YBXQ,,16-17,All over   24 months,level,Men
2003-12-01,Nov-Jan 2004,YBXQ,,16-17,All over   24 months,level,Men
2004-01-01,Dec-Feb 2004,YBXQ,,16-17,All over   24 months,level,Men
2004-02-01,Jan-Mar 2004,YBXQ,,16-17,All over   24 months,level,Men
2004-03-01,Feb-Apr 2004,YBXQ,,16-17,All over   24 months,level,Men
2004-04-01,Mar-May 2004,YBXQ,,16-17,All over   24 months,level,Men
2004-05-01,Apr-Jun 2004,YBXQ,,16-17,All over   24 months,level,Men
2004-06-01,May-Jul 2004,YBXQ,,16-17,All over   24 months,level,Men
2004-07-01,Jun-Aug 2004,YBXQ,,16-17,All over   24 months,level,Men
2004-08-01,Jul-Sep 2004,YBXQ,,16-17,All over   24 months,level,Men
2004-09-01,Aug-Oct 2004,YBXQ,,16-17,All over   24 months,level,Men
2004-10-01,Sep-Nov 2004,YBXQ,,16-17,All over   24 months,level,Men
2004-11-01,Oct-Dec 2004,YBXQ,,16-17,All over   24 months,level,Men
2004-12-01,Nov-Jan 2005,YBXQ,,16-17,All over   24 months,level,Men
2005-01-01,Dec-Feb 2005,YBXQ,,16-17,All over   24 months,level,Men
2005-02-01,Jan-Mar 2005,YBXQ,,16-17,All over   24 months,level,Men
2005-03-01,Feb-Apr 2005,YBXQ,,16-17,All over   24 months,level,Men
2005-04-01,Mar-May 2005,YBXQ,,16-17,All over   24 months,level,Men
2005-05-01,Apr-Jun 2005,YBXQ,,16-17,All over   24 months,level,Men
2005-06-01,May-Jul 2005,YBXQ,,16-17,All over   24 months,level,Men
2005-07-01,Jun-Aug 2005,YBXQ,,16-17,All over   24 months,level,Men
2005-08-01,Jul-Sep 2005,YBXQ,,16-17,All over   24 months,level,Men
2005-09-01,Aug-Oct 2005,YBXQ,,16-17,All over   24 months,level,Men
2005-10-01,Sep-Nov 2005,YBXQ,,16-17,All over   24 months,level,Men
2005-11-01,Oct-Dec 2005,YBXQ,,16-17,All over   24 months,level,Men
2005-12-01,Nov-Jan 2006,YBXQ,,16-17,All over   24 months,level,Men
2006-01-01,Dec-Feb 2006,YBXQ,,16-17,All over   24 months,level,Men
2006-02-01,Jan-Mar 2006,YBXQ,,16-17,All over   24 months,level,Men
2006-03-01,Feb-Apr 2006,YBXQ,,16-17,All over   24 months,level,Men
2006-04-01,Mar-May 2006,YBXQ,,16-17,All over   24 months,level,Men
2006-05-01,Apr-Jun 2006,YBXQ,,16-17,All over   24 months,level,Men
2006-06-01,May-Jul 2006,YBXQ,,16-17,All over   24 months,level,Men
2006-07-01,Jun-Aug 2006,YBXQ,,16-17,All over   24 months,level,Men
2006-08-01,Jul-Sep 2006,YBXQ,,16-17,All over   24 months,level,Men
2006-09-01,Aug-Oct 2006,YBXQ,,16-17,All over   24 months,level,Men
2006-10-01,Sep-Nov 2006,YBXQ,,16-17,All over   24 months,level,Men
2006-11-01,Oct-Dec 2006,YBXQ,,16-17,All over   24 months,level,Men
2006-12-01,Nov-Jan 2007,YBXQ,,16-17,All over   24 months,level,Men
2007-01-01,Dec-Feb 2007,YBXQ,,16-17,All over   24 months,level,Men
2007-02-01,Jan-Mar 2007,YBXQ,,16-17,All over   24 months,level,Men
2007-03-01,Feb-Apr 2007,YBXQ,,16-17,All over   24 months,level,Men
2007-04-01,Mar-May 2007,YBXQ,,16-17,All over   24 months,level,Men
2007-05-01,Apr-Jun 2007,YBXQ,,16-17,All over   24 months,level,Men
2007-06-01,May-Jul 2007,YBXQ,,16-17,All over   24 months,level,Men
2007-07-01,Jun-Aug 2007,YBXQ,1492.0,16-17,All over   24 months,level,Men
2007-08-01,Jul-Sep 2007,YBXQ,1457.0,16-17,All over   24 months,level,Men
2007-09-01,Aug-Oct 2007,YBXQ,,16-17,All over   24 months,level,Men
2007-10-01,Sep-Nov 2007,YBXQ,,16-17,All over   24 months,level,Men
2007-11-01,Oct-Dec 2007,YBXQ,,16-17,All over   24 months,level,Men
2007-12-01,Nov-Jan 2008,YBXQ,,16-17,All over   24 months,level,Men
2008-01-01,Dec-Feb 2008,YBXQ,,16-17,All over   24 months,level,Men
2008-02-01,Jan-Mar 2008,YBXQ,,16-17,All over   24 months,level,Men
2008-03-01,Feb-Apr 2008,YBXQ,,16-17,All over   24 months,level,Men
2008-04-01,Mar-May 2008,YBXQ,,16-17,All over   24 months,level,Men
2008-05-01,Apr-Jun 2008,YBXQ,,16-17,All over   24 months,level,Men
2008-06-01,May-Jul 2008,YBXQ,,16-17,All over   24 months,level,Men
2008-07-01,Jun-Aug 2008,YBXQ,,16-17,All over   24 months,level,Men
2008-08-01,Jul-Sep 2008,YBXQ,,16-17,All over   24 months,level,Men
2008-09-01,Aug-Oct 2008,YBXQ,,16-17,All over   24 months,level,Men
2008-10-01,Sep-Nov 2008,YBXQ,,16-17,All over   24 months,level,Men
2008-11-01,Oct-Dec 2008,YBXQ,,16-17,All over   24 months,level,Men
2008-12-01,Nov-Jan 2009,YBXQ,,16-17,All over   24 months,level,Men
2009-01-01,Dec-Feb 2009,YBXQ,,16-17,All over   24 months,level,Men
2009-02-01,Jan-Mar 2009,YBXQ,,16-17,All over   24 months,level,Men
2009-03-01,Feb-Apr 2009,YBXQ,,16-17,All over   24 months,level,Men
2009-04-01,Mar-May 2009,YBXQ,,16-17,All over   24 months,level,Men
2009-05-01,Apr-Jun 2009,YBXQ,,16-17,All over   24 months,level,Men
2009-06-01,May-Jul 2009,YBXQ,,16-17,All over   24 months,level,Men
2009-07-01,Jun-Aug 2009,YBXQ,,16-17,All over   24 months,level,Men
2009-08-01,Jul-Sep 2009,YBXQ,,16-17,All over   24 months,level,Men
2009-09-01,Aug-Oct 2009,YBXQ,,16-17,All over   24 months,level,Men
2009-10-01,Sep-Nov 2009,YBXQ,,16-17,All over   24 months,level,Men
2009-11-01,Oct-Dec 2009,YBXQ,,16-17,All over   24 months,level,Men
2009-12-01,Nov-Jan 2010,YBXQ,,16-17,All over   24 months,level,Men
2010-01-01,Dec-Feb 2010,YBXQ,,16-17,All over   24 months,level,Men
2010-02-01,Jan-Mar 2010,YBXQ,,16-17,All over   24 months,level,Men
2010-03-01,Feb-Apr 2010,YBXQ,,16-17,All over   24 months,level,Men
2010-04-01,Mar-May 2010,YBXQ,,16-17,All over   24 months,level,Men
2010-05-01,Apr-Jun 2010,YBXQ,,16-17,All over   24 months,level,Men
2010-06-01,May-Jul 2010,YBXQ,,16-17,All over   24 months,level,Men
2010-07-01,Jun-Aug 2010,YBXQ,,16-17,All over   24 months,level,Men
2010-08-01,Jul-Sep 2010,YBXQ,1464.0,16-17,All over   24 months,level,Men
2010-09-01,Aug-Oct 2010,YBXQ,1503.0,16-17,All over   24 months,level,Men
2010-10-01,Sep-Nov 2010,YBXQ,1435.0,16-17,All over   24 months,level,Men
2010-11-01,Oct-Dec 2010,YBXQ,,16-17,All over   24 months,level,Men
2010-12-01,Nov-Jan 2011,YBXQ,,16-17,All over   24 months,level,Men
2011-01-01,Dec-Feb 2011,YBXQ,,16-17,All over   24 months,level,Men
2011-02-01,Jan-Mar 2011,YBXQ,,16-17,All over   24 months,level,Men
2011-03-01,Feb-Apr 2011,YBXQ,1802.0,16-17,All over   24 months,level,Men
2011-04-01,Mar-May 2011,YBXQ,1929.0,16-17,All over   24 months,level,Men
2011-05-01,Apr-Jun 2011,YBXQ,3369.0,16-17,All over   24 months,level,Men
2011-06-01,May-Jul 2011,YBXQ,3326.0,16-17,All over   24 months,level,Men
2011-07-01,Jun-Aug 2011,YBXQ,3812.0,16-17,All over   24 months,level,Men
2011-08-01,Jul-Sep 2011,YBXQ,3262.0,16-17,All over   24 months,level,Men
2011-09-01,Aug-Oct 2011,YBXQ,2697.0,16-17,All over   24 months,level,Men
2011-10-01,Sep-Nov 2011,YBXQ,3549.0,16-17,All over   24 months,level,Men
2011-11-01,Oct-Dec 2011,YBXQ,2182.0,16-17,All over   24 months,level,Men
2011-12-01,Nov-Jan 2012,YBXQ,,16-17,All over   24 months,level,Men
2012-01-01,Dec-Feb 2012,YBXQ,,16-17,All over   24 months,level,Men
2012-02-01,Jan-Mar 2012,YBXQ,,16-17,All over   24 months,level,Men
2012-03-01,Feb-Apr 2012,YBXQ,,16-17,All over   24 months,level,Men
2012-04-01,Mar-May 2012,YBXQ,,16-17,All over   24 months,level,Men
2012-05-01,Apr-Jun 2012,YBXQ,,16-17,All over   24 months,level,Men
2012-06-01,May-Jul 2012,YBXQ,,16-17,All over   24 months,level,Men
2012-07-01,Jun-Aug 2012,YBXQ,,16-17,All over   24 months,level,Men
2012-08-01,Jul-Sep 2012,YBXQ,,16-17,All over   24 months,level,Men
2012-09-01,Aug-Oct 2012,YBXQ,1854.0,16-17,All over   24 months,level,Men
2012-10-01,Sep-Nov 2012,YBXQ,2429.0,16-17,All over   24 months,level,Men
2012-11-01,Oct-Dec 2012,YBXQ,2454.0,16-17,All over   24 months,level,Men
2012-12-01,Nov-Jan 2013,YBXQ,,16-17,All over   24 months,level,Men
2013-01-01,Dec-Feb 2013,YBXQ,,16-17,All over   24 months,level,Men
2013-02-01,Jan-Mar 2013,YBXQ,,16-17,All over   24 months,level,Men
2013-03-01,Feb-Apr 2013,YBXQ,2809.0,16-17,All over   24 months,level,Men
2013-04-01,Mar-May 2013,YBXQ,2920.0,16-17,All over   24 months,level,Men
2013-05-01,Apr-Jun 2013,YBXQ,2339.0,16-17,All over   24 months,level,Men
2013-06-01,May-Jul 2013,YBXQ,,16-17,All over   24 months,level,Men
2013-07-01,Jun-Aug 2013,YBXQ,2312.0,16-17,All over   24 months,level,Men
2013-08-01,Jul-Sep 2013,YBXQ,2712.0,16-17,All over   24 months,level,Men
2013-09-01,Aug-Oct 2013,YBXQ,2040.0,16-17,All over   24 months,level,Men
2013-10-01,Sep-Nov 2013,YBXQ,2199.0,16-17,All over   24 months,level,Men
2013-11-01,Oct-Dec 2013,YBXQ,2215.0,16-17,All over   24 months,level,Men
2013-12-01,Nov-Jan 2014,YBXQ,1654.0,16-17,All over   24 months,level,Men
2014-01-01,Dec-Feb 2014,YBXQ,,16-17,All over   24 months,level,Men
2014-02-01,Jan-Mar 2014,YBXQ,,16-17,All over   24 months,level,Men
2014-03-01,Feb-Apr 2014,YBXQ,,16-17,All over   24 months,level,Men
2014-04-01,Mar-May 2014,YBXQ,2250.0,16-17,All over   24 months,level,Men
2014-05-01,Apr-Jun 2014,YBXQ,2183.0,16-17,All over   24 months,level,Men
2014-06-01,May-Jul 2014,YBXQ,,16-17,All over   24 months,level,Men
2014-07-01,Jun-Aug 2014,YBXQ,,16-17,All over   24 months,level,Men
2014-08-01,Jul-Sep 2014,YBXQ,2810.0,16-17,All over   24 months,level,Men
2014-09-01,Aug-Oct 2014,YBXQ,2910.0,16-17,All over   24 months,level,Men
2014-10-01,Sep-Nov 2014,YBXQ,3264.0,16-17,All over   24 months,level,Men
2014-11-01,Oct-Dec 2014,YBXQ,,16-17,All over   24 months,level,Men
2014-12-01,Nov-Jan 2015,YBXQ,,16-17,All over   24 months,level,Men
2015-01-01,Dec-Feb 2015,YBXQ,,16-17,All over   24 months,level,Men
2015-02-01,Jan-Mar 2015,YBXQ,,16-17,All over   24 months,level,Men
2015-03-01,Feb-Apr 2015,YBXQ,,16-17,All over   24 months,level,Men
2015-04-01,Mar-May 2015,YBXQ,,16-17,All over   24 months,level,Men
2015-05-01,Apr-Jun 2015,YBXQ,,16-17,All over   24 months,level,Men
2015-06-01,May-Jul 2015,YBXQ,,16-17,All over   24 months,level,Men
2015-07-01,Jun-Aug 2015,YBXQ,,16-17,All over   24 months,level,Men
2015-08-01,Jul-Sep 2015,YBXQ,,16-17,All over   24 months,level,Men
2015-09-01,Aug-Oct 2015,YBXQ,,16-17,All over   24 months,level,Men
2015-10-01,Sep-Nov 2015,YBXQ,,16-17,All over   24 months,level,Men
2015-11-01,Oct-Dec 2015,YBXQ,,16-17,All over   24 months,level,Men
2015-12-01,Nov-Jan 2016,YBXQ,2182.0,16-17,All over   24 months,level,Men
2016-01-01,Dec-Feb 2016,YBXQ,2919.0,16-17,All over   24 months,level,Men
2016-02-01,Jan-Mar 2016,YBXQ,2672.0,16-17,All over   24 months,level,Men
2016-03-01,Feb-Apr 2016,YBXQ,2118.0,16-17,All over   24 months,level,Men
2016-04-01,Mar-May 2016,YBXQ,,16-17,All over   24 months,level,Men
2016-05-01,Apr-Jun 2016,YBXQ,,16-17,All over   24 months,level,Men
2016-06-01,May-Jul 2016,YBXQ,,16-17,All over   24 months,level,Men
2016-07-01,Jun-Aug 2016,YBXQ,,16-17,All over   24 months,level,Men
2016-08-01,Jul-Sep 2016,YBXQ,,16-17,All over   24 months,level,Men
2016-09-01,Aug-Oct 2016,YBXQ,,16-17,All over   24 months,level,Men
2016-10-01,Sep-Nov 2016,YBXQ,,16-17,All over   24 months,level,Men
2016-11-01,Oct-Dec 2016,YBXQ,,16-17,All over   24 months,level,Men
