date,date_name,variable_name,value,age,category,measure_type,group
2017-05-01,Apr-Jun 2017,MGSC,1484719.6746502982,All aged 16 & over,All,level,People
2017-06-01,May-Jul 2017,MGSC,1457040.6223122114,All aged 16 & over,All,level,People
2017-07-01,Jun-Aug 2017,MGSC,1452328.6604529722,All aged 16 & over,All,level,People
2017-08-01,Jul-Sep 2017,MGSC,1429049.8070271807,All aged 16 & over,All,level,People
2017-09-01,Aug-Oct 2017,MGSC,1422221.2469470962,All aged 16 & over,All,level,People
2017-10-01,Sep-Nov 2017,MGSC,1437493.0920859925,All aged 16 & over,All,level,People
2017-11-01,Oct-Dec 2017,MGSC,1463071.2513441525,All aged 16 & over,All,level,People
2017-12-01,Nov-Jan 2018,MGSC,1450789.069108792,All aged 16 & over,All,level,People
2018-01-01,Dec-Feb 2018,MGSC,1419086.5548740674,All aged 16 & over,All,level,People
2018-02-01,Jan-Mar 2018,MGSC,1417271.2813921024,All aged 16 & over,All,level,People
2018-03-01,Feb-Apr 2018,MGSC,1416077.4103788065,All aged 16 & over,All,level,People
2018-04-01,Mar-May 2018,MGSC,1408010.090032172,All aged 16 & over,All,level,People
2018-05-01,Apr-Jun 2018,MGSC,1362282.0205269696,All aged 16 & over,All,level,People
2018-06-01,May-Jul 2018,MGSC,1357773.3748287403,All aged 16 & over,All,level,People
2018-07-01,Jun-Aug 2018,MGSC,1362631.019449158,All aged 16 & over,All,level,People
2018-08-01,Jul-Sep 2018,MGSC,1377113.2620262867,All aged 16 & over,All,level,People
2018-09-01,Aug-Oct 2018,MGSC,1373350.6590351253,All aged 16 & over,All,level,People
2018-10-01,Sep-Nov 2018,MGSC,1369739.3640851716,All aged 16 & over,All,level,People
2018-11-01,Oct-Dec 2018,MGSC,1363011.6749775303,All aged 16 & over,All,level,People
2018-12-01,Nov-Jan 2019,MGSC,1338443.1072707563,All aged 16 & over,All,level,People
2019-01-01,Dec-Feb 2019,MGSC,1342623.133224655,All aged 16 & over,All,level,People
2019-02-01,Jan-Mar 2019,MGSC,1297843.7289674561,All aged 16 & over,All,level,People
2019-03-01,Feb-Apr 2019,MGSC,1304221.6509876368,All aged 16 & over,All,level,People
2019-04-01,Mar-May 2019,MGSC,1292063.9525583303,All aged 16 & over,All,level,People
2019-05-01,Apr-Jun 2019,MGSC,1329026.0056263232,All aged 16 & over,All,level,People
2019-06-01,May-Jul 2019,MGSC,1293684.538947921,All aged 16 & over,All,level,People
2019-07-01,Jun-Aug 2019,MGSC,1313578.0420757513,All aged 16 & over,All,level,People
2019-08-01,Jul-Sep 2019,MGSC,1305541.8813524947,All aged 16 & over,All,level,People
2019-09-01,Aug-Oct 2019,MGSC,1280502.895767122,All aged 16 & over,All,level,People
2019-10-01,Sep-Nov 2019,MGSC,1306222.573689628,All aged 16 & over,All,level,People
2019-11-01,Oct-Dec 2019,MGSC,1289709.8205949455,All aged 16 & over,All,level,People
2019-12-01,Nov-Jan 2020,MGSC,1343211.2700315486,All aged 16 & over,All,level,People
2020-01-01,Dec-Feb 2020,MGSC,1364129.5181461633,All aged 16 & over,All,level,People
2020-02-01,Jan-Mar 2020,MGSC,1375556.3342211794,All aged 16 & over,All,level,People
2020-03-01,Feb-Apr 2020,MGSC,1384247.510990175,All aged 16 & over,All,level,People
2020-04-01,Mar-May 2020,MGSC,1403383.7897120817,All aged 16 & over,All,level,People
2020-05-01,Apr-Jun 2020,MGSC,1397219.973673149,All aged 16 & over,All,level,People
2020-06-01,May-Jul 2020,MGSC,1476089.1993189491,All aged 16 & over,All,level,People
2020-07-01,Jun-Aug 2020,MGSC,1548948.3970518354,All aged 16 & over,All,level,People
2020-08-01,Jul-Sep 2020,MGSC,1658632.5326279472,All aged 16 & over,All,level,People
2020-09-01,Aug-Oct 2020,MGSC,1721155.135327832,All aged 16 & over,All,level,People
2020-10-01,Sep-Nov 2020,MGSC,1746527.0621205545,All aged 16 & over,All,level,People
2020-11-01,Oct-Dec 2020,MGSC,1772946.796675607,All aged 16 & over,All,level,People
2020-12-01,Nov-Jan 2021,MGSC,1742022.6467591953,All aged 16 & over,All,level,People
2021-01-01,Dec-Feb 2021,MGSC,1715374.0704977904,All aged 16 & over,All,level,People
2021-02-01,Jan-Mar 2021,MGSC,1673372.962953153,All aged 16 & over,All,level,People
2021-03-01,Feb-Apr 2021,MGSC,1655397.2574893462,All aged 16 & over,All,level,People
2021-04-01,Mar-May 2021,MGSC,1645193.539178033,All aged 16 & over,All,level,People
2021-05-01,Apr-Jun 2021,MGSC,1599816.9130869354,All aged 16 & over,All,level,People
2021-06-01,May-Jul 2021,MGSC,1556294.6267665322,All aged 16 & over,All,level,People
2021-07-01,Jun-Aug 2021,MGSC,1510894.1043425878,All aged 16 & over,All,level,People
2021-08-01,Jul-Sep 2021,MGSC,1451574.4799449495,All aged 16 & over,All,level,People
2021-09-01,Aug-Oct 2021,MGSC,1423247.8371279621,All aged 16 & over,All,level,People
2021-10-01,Sep-Nov 2021,MGSC,1382397.3030507816,All aged 16 & over,All,level,People
2021-11-01,Oct-Dec 2021,MGSC,1372627.159155327,All aged 16 & over,All,level,People
2021-12-01,Nov-Jan 2022,MGSC,1346394.5236607336,All aged 16 & over,All,level,People
2022-01-01,Dec-Feb 2022,MGSC,1297689.6416518549,All aged 16 & over,All,level,People
2022-02-01,Jan-Mar 2022,MGSC,1258691.6762301114,All aged 16 & over,All,level,People
2022-03-01,Feb-Apr 2022,MGSC,1299600.6480719089,All aged 16 & over,All,level,People
2022-04-01,Mar-May 2022,MGSC,1285368.2629816434,All aged 16 & over,All,level,People
2022-05-01,Apr-Jun 2022,MGSC,1293664.4991863822,All aged 16 & over,All,level,People
2022-06-01,May-Jul 2022,MGSC,1223944.1086178645,All aged 16 & over,All,level,People
2022-07-01,Jun-Aug 2022,MGSC,1187978.9398991577,All aged 16 & over,All,level,People
2022-08-01,Jul-Sep 2022,MGSC,1224463.309227298,All aged 16 & over,All,level,People
2022-09-01,Aug-Oct 2022,MGSC,1247085.3591239075,All aged 16 & over,All,level,People
2022-10-01,Sep-Nov 2022,MGSC,1244212.4457105075,All aged 16 & over,All,level,People
2022-11-01,Oct-Dec 2022,MGSC,1269930.6031179973,All aged 16 & over,All,level,People
2022-12-01,Nov-Jan 2023,MGSC,1252530.3210994513,All aged 16 & over,All,level,People
2023-01-01,Dec-Feb 2023,MGSC,1292959.0682182568,All aged 16 & over,All,level,People
2023-02-01,Jan-Mar 2023,MGSC,1329445.071133013,All aged 16 & over,All,level,People
2023-03-01,Feb-Apr 2023,MGSC,1304924.77825985,All aged 16 & over,All,level,People
2023-04-01,Mar-May 2023,MGSC,1370089.6026944886,All aged 16 & over,All,level,People
2023-05-01,Apr-Jun 2023,MGSC,1438936.4926881248,All aged 16 & over,All,level,People
2023-06-01,May-Jul 2023,MGSC,1464357.7036138752,All aged 16 & over,All,level,People
1992-04-01,Mar-May 1992,MGSX,9.833181907839103,All aged 16 & over,All,rate (%)1,People
1992-05-01,Apr-Jun 1992,MGSX,9.785393959513424,All aged 16 & over,All,rate (%)1,People
1992-06-01,May-Jul 1992,MGSX,9.887805542272732,All aged 16 & over,All,rate (%)1,People
1992-07-01,Jun-Aug 1992,MGSX,9.93651034029277,All aged 16 & over,All,rate (%)1,People
1992-08-01,Jul-Sep 1992,MGSX,9.937055357617014,All aged 16 & over,All,rate (%)1,People
1992-09-01,Aug-Oct 1992,MGSX,10.068678471190843,All aged 16 & over,All,rate (%)1,People
1992-10-01,Sep-Nov 1992,MGSX,10.241256795098703,All aged 16 & over,All,rate (%)1,People
1992-11-01,Oct-Dec 1992,MGSX,10.37111901413199,All aged 16 & over,All,rate (%)1,People
1992-12-01,Nov-Jan 1993,MGSX,10.545767030343647,All aged 16 & over,All,rate (%)1,People
1993-01-01,Dec-Feb 1993,MGSX,10.683897174993987,All aged 16 & over,All,rate (%)1,People
1993-02-01,Jan-Mar 1993,MGSX,10.618491017822631,All aged 16 & over,All,rate (%)1,People
1993-03-01,Feb-Apr 1993,MGSX,10.579910019156687,All aged 16 & over,All,rate (%)1,People
1993-04-01,Mar-May 1993,MGSX,10.454189149677951,All aged 16 & over,All,rate (%)1,People
1993-05-01,Apr-Jun 1993,MGSX,10.384780448570599,All aged 16 & over,All,rate (%)1,People
1993-06-01,May-Jul 1993,MGSX,10.3719431166318,All aged 16 & over,All,rate (%)1,People
1993-07-01,Jun-Aug 1993,MGSX,10.311489864207903,All aged 16 & over,All,rate (%)1,People
1993-08-01,Jul-Sep 1993,MGSX,10.246574148315249,All aged 16 & over,All,rate (%)1,People
1993-09-01,Aug-Oct 1993,MGSX,10.250753649545082,All aged 16 & over,All,rate (%)1,People
1993-10-01,Sep-Nov 1993,MGSX,10.23041404163543,All aged 16 & over,All,rate (%)1,People
1993-11-01,Oct-Dec 1993,MGSX,10.252294377424521,All aged 16 & over,All,rate (%)1,People
1993-12-01,Nov-Jan 1994,MGSX,10.250909064405304,All aged 16 & over,All,rate (%)1,People
1994-01-01,Dec-Feb 1994,MGSX,10.08654415861178,All aged 16 & over,All,rate (%)1,People
1994-02-01,Jan-Mar 1994,MGSX,9.945820511591542,All aged 16 & over,All,rate (%)1,People
1994-03-01,Feb-Apr 1994,MGSX,9.813374016467117,All aged 16 & over,All,rate (%)1,People
1994-04-01,Mar-May 1994,MGSX,9.749076975651812,All aged 16 & over,All,rate (%)1,People
1994-05-01,Apr-Jun 1994,MGSX,9.706457463282527,All aged 16 & over,All,rate (%)1,People
1994-06-01,May-Jul 1994,MGSX,9.586499602990141,All aged 16 & over,All,rate (%)1,People
1994-07-01,Jun-Aug 1994,MGSX,9.53961250665731,All aged 16 & over,All,rate (%)1,People
1994-08-01,Jul-Sep 1994,MGSX,9.359784835192967,All aged 16 & over,All,rate (%)1,People
1994-09-01,Aug-Oct 1994,MGSX,9.257988113907196,All aged 16 & over,All,rate (%)1,People
1994-10-01,Sep-Nov 1994,MGSX,9.07880151663105,All aged 16 & over,All,rate (%)1,People
1994-11-01,Oct-Dec 1994,MGSX,8.96378064041639,All aged 16 & over,All,rate (%)1,People
1994-12-01,Nov-Jan 1995,MGSX,8.89259906384772,All aged 16 & over,All,rate (%)1,People
1995-01-01,Dec-Feb 1995,MGSX,8.871576764779514,All aged 16 & over,All,rate (%)1,People
1995-02-01,Jan-Mar 1995,MGSX,8.865518927914893,All aged 16 & over,All,rate (%)1,People
1995-03-01,Feb-Apr 1995,MGSX,8.830895628092755,All aged 16 & over,All,rate (%)1,People
1995-04-01,Mar-May 1995,MGSX,8.766606184997219,All aged 16 & over,All,rate (%)1,People
1995-05-01,Apr-Jun 1995,MGSX,8.664015796506522,All aged 16 & over,All,rate (%)1,People
1995-06-01,May-Jul 1995,MGSX,8.66853314969064,All aged 16 & over,All,rate (%)1,People
1995-07-01,Jun-Aug 1995,MGSX,8.62415449723507,All aged 16 & over,All,rate (%)1,People
1995-08-01,Jul-Sep 1995,MGSX,8.648027252374407,All aged 16 & over,All,rate (%)1,People
1995-09-01,Aug-Oct 1995,MGSX,8.611241251246058,All aged 16 & over,All,rate (%)1,People
1995-10-01,Sep-Nov 1995,MGSX,8.552189091295284,All aged 16 & over,All,rate (%)1,People
1995-11-01,Oct-Dec 1995,MGSX,8.30388993210171,All aged 16 & over,All,rate (%)1,People
1995-12-01,Nov-Jan 1996,MGSX,8.378935078079573,All aged 16 & over,All,rate (%)1,People
1996-01-01,Dec-Feb 1996,MGSX,8.317320136364216,All aged 16 & over,All,rate (%)1,People
1996-02-01,Jan-Mar 1996,MGSX,8.234201626672487,All aged 16 & over,All,rate (%)1,People
1996-03-01,Feb-Apr 1996,MGSX,8.294613291384689,All aged 16 & over,All,rate (%)1,People
1996-04-01,Mar-May 1996,MGSX,8.279749780248695,All aged 16 & over,All,rate (%)1,People
1996-05-01,Apr-Jun 1996,MGSX,8.25487005436371,All aged 16 & over,All,rate (%)1,People
1996-06-01,May-Jul 1996,MGSX,8.172541331954013,All aged 16 & over,All,rate (%)1,People
1996-07-01,Jun-Aug 1996,MGSX,8.061173084500481,All aged 16 & over,All,rate (%)1,People
1996-08-01,Jul-Sep 1996,MGSX,8.061487404902513,All aged 16 & over,All,rate (%)1,People
1996-09-01,Aug-Oct 1996,MGSX,8.052014941592162,All aged 16 & over,All,rate (%)1,People
1996-10-01,Sep-Nov 1996,MGSX,7.954635152221464,All aged 16 & over,All,rate (%)1,People
1996-11-01,Oct-Dec 1996,MGSX,7.841694004268963,All aged 16 & over,All,rate (%)1,People
1996-12-01,Nov-Jan 1997,MGSX,7.670393282320713,All aged 16 & over,All,rate (%)1,People
1997-01-01,Dec-Feb 1997,MGSX,7.48998868358338,All aged 16 & over,All,rate (%)1,People
1997-02-01,Jan-Mar 1997,MGSX,7.323361191515847,All aged 16 & over,All,rate (%)1,People
1997-03-01,Feb-Apr 1997,MGSX,7.20529479838012,All aged 16 & over,All,rate (%)1,People
1997-04-01,Mar-May 1997,MGSX,7.184802977619562,All aged 16 & over,All,rate (%)1,People
1997-05-01,Apr-Jun 1997,MGSX,7.179728597125977,All aged 16 & over,All,rate (%)1,People
1997-06-01,May-Jul 1997,MGSX,7.290441022200378,All aged 16 & over,All,rate (%)1,People
1997-07-01,Jun-Aug 1997,MGSX,7.08772541669119,All aged 16 & over,All,rate (%)1,People
1997-08-01,Jul-Sep 1997,MGSX,6.840051244814995,All aged 16 & over,All,rate (%)1,People
1997-09-01,Aug-Oct 1997,MGSX,6.694882787959822,All aged 16 & over,All,rate (%)1,People
1997-10-01,Sep-Nov 1997,MGSX,6.618301221330807,All aged 16 & over,All,rate (%)1,People
1997-11-01,Oct-Dec 1997,MGSX,6.540948401793262,All aged 16 & over,All,rate (%)1,People
1997-12-01,Nov-Jan 1998,MGSX,6.4007768941805185,All aged 16 & over,All,rate (%)1,People
1998-01-01,Dec-Feb 1998,MGSX,6.377402396223901,All aged 16 & over,All,rate (%)1,People
1998-02-01,Jan-Mar 1998,MGSX,6.364736796156352,All aged 16 & over,All,rate (%)1,People
1998-03-01,Feb-Apr 1998,MGSX,6.311211296012386,All aged 16 & over,All,rate (%)1,People
1998-04-01,Mar-May 1998,MGSX,6.270022477423046,All aged 16 & over,All,rate (%)1,People
1998-05-01,Apr-Jun 1998,MGSX,6.283775576548489,All aged 16 & over,All,rate (%)1,People
1998-06-01,May-Jul 1998,MGSX,6.300874907645775,All aged 16 & over,All,rate (%)1,People
1998-07-01,Jun-Aug 1998,MGSX,6.311978879141675,All aged 16 & over,All,rate (%)1,People
1998-08-01,Jul-Sep 1998,MGSX,6.240113057812691,All aged 16 & over,All,rate (%)1,People
1998-09-01,Aug-Oct 1998,MGSX,6.217195678218907,All aged 16 & over,All,rate (%)1,People
1998-10-01,Sep-Nov 1998,MGSX,6.157694963796601,All aged 16 & over,All,rate (%)1,People
1998-11-01,Oct-Dec 1998,MGSX,6.1431129087922125,All aged 16 & over,All,rate (%)1,People
1998-12-01,Nov-Jan 1999,MGSX,6.21802491858632,All aged 16 & over,All,rate (%)1,People
1999-01-01,Dec-Feb 1999,MGSX,6.227228869350337,All aged 16 & over,All,rate (%)1,People
1999-02-01,Jan-Mar 1999,MGSX,6.176034037490549,All aged 16 & over,All,rate (%)1,People
1999-03-01,Feb-Apr 1999,MGSX,6.154285485305076,All aged 16 & over,All,rate (%)1,People
1999-04-01,Mar-May 1999,MGSX,6.1087506241721785,All aged 16 & over,All,rate (%)1,People
1999-05-01,Apr-Jun 1999,MGSX,6.0447626997174915,All aged 16 & over,All,rate (%)1,People
1999-06-01,May-Jul 1999,MGSX,5.974863344122718,All aged 16 & over,All,rate (%)1,People
1999-07-01,Jun-Aug 1999,MGSX,5.904006708585477,All aged 16 & over,All,rate (%)1,People
1999-08-01,Jul-Sep 1999,MGSX,5.886385813828738,All aged 16 & over,All,rate (%)1,People
1999-09-01,Aug-Oct 1999,MGSX,5.837730398794391,All aged 16 & over,All,rate (%)1,People
1999-10-01,Sep-Nov 1999,MGSX,5.846396290696957,All aged 16 & over,All,rate (%)1,People
1999-11-01,Oct-Dec 1999,MGSX,5.806274910986721,All aged 16 & over,All,rate (%)1,People
1999-12-01,Nov-Jan 2000,MGSX,5.866417433001598,All aged 16 & over,All,rate (%)1,People
2000-01-01,Dec-Feb 2000,MGSX,5.810689648404304,All aged 16 & over,All,rate (%)1,People
2000-02-01,Jan-Mar 2000,MGSX,5.792769864339204,All aged 16 & over,All,rate (%)1,People
2000-03-01,Feb-Apr 2000,MGSX,5.694816209816298,All aged 16 & over,All,rate (%)1,People
2000-04-01,Mar-May 2000,MGSX,5.638500811543541,All aged 16 & over,All,rate (%)1,People
2000-05-01,Apr-Jun 2000,MGSX,5.500535351501502,All aged 16 & over,All,rate (%)1,People
2000-06-01,May-Jul 2000,MGSX,5.335225182121901,All aged 16 & over,All,rate (%)1,People
2000-07-01,Jun-Aug 2000,MGSX,5.255470794376089,All aged 16 & over,All,rate (%)1,People
2000-08-01,Jul-Sep 2000,MGSX,5.318544596121041,All aged 16 & over,All,rate (%)1,People
2000-09-01,Aug-Oct 2000,MGSX,5.39851597711687,All aged 16 & over,All,rate (%)1,People
2000-10-01,Sep-Nov 2000,MGSX,5.299106939869218,All aged 16 & over,All,rate (%)1,People
2000-11-01,Oct-Dec 2000,MGSX,5.227436595192065,All aged 16 & over,All,rate (%)1,People
2000-12-01,Nov-Jan 2001,MGSX,5.162518491539875,All aged 16 & over,All,rate (%)1,People
2001-01-01,Dec-Feb 2001,MGSX,5.204289650445173,All aged 16 & over,All,rate (%)1,People
2001-02-01,Jan-Mar 2001,MGSX,5.089593895317561,All aged 16 & over,All,rate (%)1,People
2001-03-01,Feb-Apr 2001,MGSX,5.010367366255335,All aged 16 & over,All,rate (%)1,People
2001-04-01,Mar-May 2001,MGSX,4.91099432932782,All aged 16 & over,All,rate (%)1,People
2001-05-01,Apr-Jun 2001,MGSX,5.030760852534427,All aged 16 & over,All,rate (%)1,People
2001-06-01,May-Jul 2001,MGSX,5.046281821592862,All aged 16 & over,All,rate (%)1,People
2001-07-01,Jun-Aug 2001,MGSX,5.077598896180946,All aged 16 & over,All,rate (%)1,People
2001-08-01,Jul-Sep 2001,MGSX,5.093184656528398,All aged 16 & over,All,rate (%)1,People
2001-09-01,Aug-Oct 2001,MGSX,5.0901882848738085,All aged 16 & over,All,rate (%)1,People
2001-10-01,Sep-Nov 2001,MGSX,5.106410126123555,All aged 16 & over,All,rate (%)1,People
2001-11-01,Oct-Dec 2001,MGSX,5.182510178347541,All aged 16 & over,All,rate (%)1,People
2001-12-01,Nov-Jan 2002,MGSX,5.183715131121197,All aged 16 & over,All,rate (%)1,People
2002-01-01,Dec-Feb 2002,MGSX,5.147523051940337,All aged 16 & over,All,rate (%)1,People
2002-02-01,Jan-Mar 2002,MGSX,5.168867364940166,All aged 16 & over,All,rate (%)1,People
2002-03-01,Feb-Apr 2002,MGSX,5.181791259806218,All aged 16 & over,All,rate (%)1,People
2002-04-01,Mar-May 2002,MGSX,5.240599804407861,All aged 16 & over,All,rate (%)1,People
2002-05-01,Apr-Jun 2002,MGSX,5.1592541023510545,All aged 16 & over,All,rate (%)1,People
2002-06-01,May-Jul 2002,MGSX,5.1872808836048145,All aged 16 & over,All,rate (%)1,People
2002-07-01,Jun-Aug 2002,MGSX,5.219396454698693,All aged 16 & over,All,rate (%)1,People
2002-08-01,Jul-Sep 2002,MGSX,5.308408763296217,All aged 16 & over,All,rate (%)1,People
2002-09-01,Aug-Oct 2002,MGSX,5.227359252898883,All aged 16 & over,All,rate (%)1,People
2002-10-01,Sep-Nov 2002,MGSX,5.176085560712304,All aged 16 & over,All,rate (%)1,People
2002-11-01,Oct-Dec 2002,MGSX,5.1163478421303195,All aged 16 & over,All,rate (%)1,People
2002-12-01,Nov-Jan 2003,MGSX,5.008082142363434,All aged 16 & over,All,rate (%)1,People
2003-01-01,Dec-Feb 2003,MGSX,5.1279280809228185,All aged 16 & over,All,rate (%)1,People
2003-02-01,Jan-Mar 2003,MGSX,5.166500553911597,All aged 16 & over,All,rate (%)1,People
2003-03-01,Feb-Apr 2003,MGSX,5.116309400018856,All aged 16 & over,All,rate (%)1,People
2003-04-01,Mar-May 2003,MGSX,5.004768643844406,All aged 16 & over,All,rate (%)1,People
2003-05-01,Apr-Jun 2003,MGSX,4.939740740039574,All aged 16 & over,All,rate (%)1,People
2003-06-01,May-Jul 2003,MGSX,5.064129986802068,All aged 16 & over,All,rate (%)1,People
2003-07-01,Jun-Aug 2003,MGSX,5.057788501466629,All aged 16 & over,All,rate (%)1,People
2003-08-01,Jul-Sep 2003,MGSX,5.048588454211403,All aged 16 & over,All,rate (%)1,People
2003-09-01,Aug-Oct 2003,MGSX,4.950208964858384,All aged 16 & over,All,rate (%)1,People
2003-10-01,Sep-Nov 2003,MGSX,4.910450051950951,All aged 16 & over,All,rate (%)1,People
2003-11-01,Oct-Dec 2003,MGSX,4.896167434539946,All aged 16 & over,All,rate (%)1,People
2003-12-01,Nov-Jan 2004,MGSX,4.830922538018464,All aged 16 & over,All,rate (%)1,People
2004-01-01,Dec-Feb 2004,MGSX,4.807203085105737,All aged 16 & over,All,rate (%)1,People
2004-02-01,Jan-Mar 2004,MGSX,4.79750300060545,All aged 16 & over,All,rate (%)1,People
2004-03-01,Feb-Apr 2004,MGSX,4.809535665342582,All aged 16 & over,All,rate (%)1,People
2004-04-01,Mar-May 2004,MGSX,4.798012554256023,All aged 16 & over,All,rate (%)1,People
2004-05-01,Apr-Jun 2004,MGSX,4.805184544527916,All aged 16 & over,All,rate (%)1,People
2004-06-01,May-Jul 2004,MGSX,4.761489681537226,All aged 16 & over,All,rate (%)1,People
2004-07-01,Jun-Aug 2004,MGSX,4.700883191019118,All aged 16 & over,All,rate (%)1,People
2004-08-01,Jul-Sep 2004,MGSX,4.683708726281635,All aged 16 & over,All,rate (%)1,People
2004-09-01,Aug-Oct 2004,MGSX,4.664608761652897,All aged 16 & over,All,rate (%)1,People
2004-10-01,Sep-Nov 2004,MGSX,4.684260862275282,All aged 16 & over,All,rate (%)1,People
2004-11-01,Oct-Dec 2004,MGSX,4.728899132510033,All aged 16 & over,All,rate (%)1,People
2004-12-01,Nov-Jan 2005,MGSX,4.727188694024521,All aged 16 & over,All,rate (%)1,People
2005-01-01,Dec-Feb 2005,MGSX,4.783751530605664,All aged 16 & over,All,rate (%)1,People
2005-02-01,Jan-Mar 2005,MGSX,4.689321343964224,All aged 16 & over,All,rate (%)1,People
2005-03-01,Feb-Apr 2005,MGSX,4.704338227914252,All aged 16 & over,All,rate (%)1,People
